Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted 
27,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
29,blue-collar,married,high.school,no,unknown,no,telephone,1,0,0,0
38,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
38,blue-collar,unknown,high.school,no,unknown,no,cellular,1,0,1,6
51,housemaid,married,high.school,no,unknown,yes,cellular,6,0,0,0
57,retired,married,high.school,unknown,unknown,unknown,telephone,2,0,0,0
28,blue-collar,single,basic.9y,no,no,no,telephone,1,0,0,0
38,technician,single,university.degree,no,yes,yes,cellular,3,1,0,0
44,entrepreneur,married,professional.course,no,unknown,yes,telephone,14,0,0,0
47,unknown,married,unknown,unknown,unknown,no,cellular,3,0,0,0
52,self-employed,married,basic.4y,unknown,yes,no,telephone,1,0,0,0
49,unknown,married,university.degree,no,unknown,no,cellular,2,0,0,0
59,housemaid,married,basic.4y,no,yes,unknown,cellular,2,1,1,6
57,technician,divorced,unknown,no,unknown,no,telephone,2,0,0,0
46,housemaid,married,basic.4y,no,no,no,cellular,1,0,0,0
31,technician,married,professional.course,no,no,no,telephone,2,1,0,0
34,admin.,married,basic.9y,no,unknown,unknown,cellular,1,0,0,0
28,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
32,unemployed,married,basic.9y,no,no,no,telephone,4,0,0,0
50,blue-collar,married,basic.4y,no,no,no,telephone,3,0,0,0
39,technician,divorced,professional.course,no,unknown,unknown,telephone,3,0,0,0
52,blue-collar,married,unknown,no,unknown,yes,cellular,11,0,0,0
33,technician,married,basic.9y,no,unknown,no,cellular,2,0,0,0
46,admin.,married,high.school,no,unknown,yes,cellular,1,0,0,0
29,blue-collar,married,high.school,no,yes,no,cellular,3,0,0,0
42,blue-collar,married,basic.9y,no,yes,yes,cellular,4,0,0,0
46,services,married,university.degree,no,yes,no,cellular,1,1,0,0
60,retired,married,university.degree,unknown,unknown,no,telephone,2,0,0,0
54,technician,married,high.school,unknown,unknown,no,cellular,1,0,0,0
23,blue-collar,married,basic.9y,no,unknown,no,cellular,4,0,0,0
25,admin.,married,university.degree,no,unknown,unknown,cellular,7,1,0,0
34,blue-collar,single,basic.9y,unknown,unknown,yes,telephone,1,0,0,0
36,admin.,married,university.degree,no,unknown,no,telephone,3,0,0,0
46,admin.,married,university.degree,no,unknown,no,telephone,3,1,0,0
32,blue-collar,married,basic.9y,no,no,no,cellular,1,0,0,0
36,admin.,married,university.degree,no,no,no,telephone,7,0,0,0
35,entrepreneur,single,university.degree,no,yes,no,cellular,1,0,0,0
34,technician,married,basic.6y,unknown,unknown,no,telephone,2,0,0,0
44,services,married,basic.6y,unknown,no,no,telephone,2,0,0,0
38,management,married,university.degree,no,yes,no,cellular,4,0,0,0
47,management,divorced,university.degree,no,yes,no,telephone,2,0,0,0
44,technician,married,professional.course,unknown,unknown,no,telephone,1,0,0,0
38,technician,married,basic.6y,unknown,no,yes,telephone,6,0,0,0
31,blue-collar,married,basic.4y,no,unknown,no,cellular,3,0,0,0
45,services,married,professional.course,no,yes,no,cellular,11,0,0,0
72,admin.,married,university.degree,unknown,unknown,yes,cellular,1,1,1,6
23,unemployed,single,basic.9y,no,yes,no,cellular,1,1,1,4
30,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
39,admin.,divorced,university.degree,no,yes,no,cellular,3,0,0,0
30,services,married,professional.course,no,unknown,no,cellular,2,1,0,0
57,services,divorced,high.school,no,unknown,no,telephone,2,0,0,0
45,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
38,blue-collar,single,basic.9y,no,unknown,no,telephone,2,0,0,0
53,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
53,blue-collar,married,basic.9y,no,unknown,yes,telephone,1,0,0,0
55,admin.,divorced,high.school,no,unknown,unknown,cellular,1,0,0,0
56,blue-collar,married,basic.4y,no,unknown,no,telephone,8,0,0,0
28,blue-collar,single,high.school,no,yes,no,cellular,2,1,0,0
49,services,single,basic.4y,unknown,no,no,telephone,1,0,0,0
35,admin.,married,university.degree,no,unknown,no,telephone,5,0,0,0
35,technician,married,professional.course,no,no,unknown,cellular,2,0,0,0
39,admin.,divorced,high.school,no,unknown,yes,cellular,2,0,0,0
33,blue-collar,married,basic.6y,no,yes,no,cellular,2,0,0,0
27,services,married,university.degree,no,unknown,no,cellular,1,0,0,0
32,services,married,high.school,no,unknown,no,cellular,1,0,0,0
31,technician,single,university.degree,no,unknown,no,cellular,2,0,0,0
57,self-employed,married,basic.4y,no,unknown,no,cellular,2,0,0,0
29,admin.,married,basic.9y,no,unknown,no,cellular,5,0,0,0
31,admin.,single,high.school,no,unknown,no,cellular,2,0,0,0
51,management,married,university.degree,unknown,yes,no,cellular,1,0,0,0
31,admin.,married,university.degree,no,yes,no,cellular,2,1,0,0
32,admin.,divorced,university.degree,no,unknown,unknown,telephone,7,0,0,0
46,services,divorced,high.school,no,no,yes,cellular,17,0,0,0
34,self-employed,married,high.school,no,unknown,no,cellular,1,0,0,0
28,management,single,university.degree,no,yes,no,cellular,1,0,0,0
32,services,single,high.school,no,unknown,no,cellular,1,0,0,0
46,blue-collar,married,basic.4y,no,unknown,unknown,telephone,2,0,0,0
27,technician,single,professional.course,no,unknown,no,cellular,2,0,1,3
31,admin.,single,high.school,unknown,unknown,no,cellular,1,1,0,0
34,admin.,married,university.degree,no,no,no,telephone,2,0,0,0
20,student,single,high.school,no,no,no,telephone,2,0,1,4
31,blue-collar,married,basic.6y,no,yes,yes,cellular,1,0,0,0
54,retired,divorced,professional.course,no,unknown,no,cellular,8,0,0,0
27,technician,single,professional.course,unknown,yes,no,cellular,1,0,0,0
36,technician,married,professional.course,no,yes,no,telephone,4,0,0,0
42,blue-collar,married,basic.6y,unknown,unknown,no,cellular,1,0,0,0
22,student,single,basic.9y,no,unknown,no,cellular,1,0,0,0
30,blue-collar,married,basic.4y,no,unknown,no,cellular,2,0,0,0
42,admin.,divorced,high.school,no,unknown,no,cellular,2,0,0,0
26,student,single,high.school,no,no,yes,cellular,1,0,0,0
28,admin.,single,unknown,no,yes,no,telephone,2,0,0,0
46,technician,married,professional.course,no,unknown,yes,cellular,4,0,0,0
41,services,married,professional.course,no,unknown,no,cellular,2,0,0,0
33,housemaid,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
30,admin.,married,high.school,no,yes,no,cellular,1,1,1,12
28,technician,single,professional.course,no,unknown,no,telephone,1,0,0,0
37,technician,married,university.degree,no,unknown,no,cellular,2,0,0,0
29,admin.,single,high.school,no,unknown,no,cellular,1,0,0,0
37,blue-collar,single,basic.9y,unknown,yes,no,telephone,1,1,0,0
36,technician,married,professional.course,no,no,no,telephone,3,0,0,0
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,2,0,0,0
36,self-employed,married,basic.9y,no,unknown,yes,cellular,7,0,0,0
52,admin.,married,university.degree,no,unknown,yes,cellular,1,0,0,0
44,self-employed,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
37,services,married,high.school,no,unknown,unknown,telephone,1,0,0,0
54,blue-collar,married,basic.6y,unknown,no,no,cellular,5,0,0,0
38,technician,married,professional.course,no,yes,no,cellular,2,0,0,0
45,blue-collar,divorced,unknown,unknown,unknown,unknown,telephone,2,0,0,0
35,admin.,married,basic.9y,no,unknown,yes,telephone,4,1,0,0
30,blue-collar,married,basic.9y,no,unknown,unknown,cellular,2,0,0,0
33,management,single,professional.course,no,unknown,no,cellular,6,0,0,0
33,blue-collar,married,basic.9y,no,unknown,yes,telephone,1,0,0,0
47,admin.,married,university.degree,no,unknown,no,telephone,3,0,0,0
34,admin.,single,university.degree,no,no,no,cellular,3,0,0,0
40,admin.,divorced,professional.course,no,unknown,no,telephone,1,0,0,0
27,blue-collar,single,unknown,no,unknown,unknown,cellular,4,0,0,0
23,student,single,high.school,no,unknown,unknown,cellular,1,0,0,0
38,blue-collar,married,basic.4y,no,unknown,no,telephone,1,0,0,0
32,technician,married,university.degree,no,unknown,no,cellular,1,0,0,0
42,technician,single,professional.course,unknown,unknown,no,telephone,2,0,0,0
56,services,single,high.school,no,yes,no,cellular,2,0,0,0
39,technician,single,university.degree,no,yes,no,cellular,1,0,0,0
35,student,single,university.degree,unknown,yes,yes,telephone,2,1,0,0
58,admin.,married,high.school,no,unknown,no,cellular,1,0,0,0
34,entrepreneur,married,high.school,unknown,unknown,no,telephone,1,0,0,0
56,retired,married,high.school,unknown,unknown,no,telephone,1,0,0,0
46,unemployed,married,basic.9y,no,yes,no,cellular,3,0,0,0
45,admin.,divorced,university.degree,unknown,unknown,unknown,telephone,12,0,0,0
30,unknown,divorced,university.degree,no,unknown,yes,cellular,1,0,0,0
33,self-employed,married,basic.9y,unknown,no,no,cellular,1,0,0,0
38,blue-collar,married,basic.9y,no,unknown,no,telephone,2,0,0,0
40,blue-collar,married,basic.6y,no,yes,no,cellular,3,0,0,0
36,admin.,married,high.school,no,unknown,no,cellular,1,0,0,0
38,admin.,married,university.degree,no,no,no,cellular,1,0,0,0
39,technician,single,professional.course,no,yes,no,telephone,4,0,0,0
32,services,single,basic.6y,no,unknown,unknown,telephone,3,0,0,0
32,blue-collar,single,university.degree,no,unknown,no,telephone,2,0,0,0
27,technician,married,professional.course,no,unknown,yes,cellular,2,0,0,0
35,technician,single,professional.course,no,yes,yes,cellular,1,0,0,0
37,admin.,single,high.school,no,yes,yes,cellular,4,0,0,0
42,admin.,divorced,university.degree,no,unknown,no,telephone,4,0,0,0
30,student,single,high.school,no,unknown,no,cellular,2,1,1,3
33,admin.,married,high.school,no,unknown,no,cellular,1,0,0,0
40,admin.,single,high.school,no,unknown,unknown,telephone,1,0,0,0
33,technician,single,university.degree,no,unknown,no,cellular,5,0,0,0
39,admin.,married,university.degree,no,unknown,unknown,telephone,2,0,0,0
25,services,single,high.school,no,unknown,no,telephone,1,0,0,0
73,retired,married,basic.4y,no,unknown,unknown,cellular,3,1,0,0
39,admin.,married,university.degree,no,yes,no,telephone,1,1,0,0
47,blue-collar,married,basic.9y,no,unknown,unknown,cellular,3,0,0,0
30,admin.,divorced,university.degree,no,unknown,yes,cellular,1,0,0,0
32,technician,single,high.school,no,yes,no,cellular,1,0,0,0
46,entrepreneur,married,basic.4y,no,no,no,telephone,2,0,0,0
37,admin.,married,high.school,no,unknown,no,cellular,1,0,0,0
31,admin.,married,high.school,unknown,unknown,unknown,telephone,1,0,0,0
47,housemaid,married,basic.4y,unknown,no,unknown,cellular,2,0,0,0
29,technician,single,high.school,no,unknown,no,cellular,3,0,0,0
56,housemaid,divorced,high.school,no,no,no,telephone,2,0,0,0
35,admin.,divorced,high.school,no,yes,yes,telephone,2,0,0,0
37,self-employed,single,university.degree,unknown,unknown,no,telephone,2,0,0,0
27,technician,married,basic.9y,no,yes,yes,cellular,2,0,0,0
33,admin.,married,basic.9y,no,no,no,telephone,1,0,0,0
33,admin.,married,university.degree,no,yes,no,cellular,1,1,1,3
39,housemaid,married,university.degree,no,unknown,no,telephone,2,0,0,0
29,technician,single,professional.course,no,no,no,cellular,5,0,0,0
36,blue-collar,married,basic.9y,no,unknown,unknown,cellular,1,0,0,0
49,self-employed,married,high.school,no,no,no,cellular,3,0,0,0
58,technician,divorced,basic.9y,no,unknown,no,cellular,1,0,0,0
43,management,married,professional.course,no,no,no,telephone,1,0,0,0
35,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
37,technician,married,university.degree,no,unknown,no,cellular,1,1,0,0
32,technician,single,university.degree,no,unknown,no,cellular,12,0,0,0
32,admin.,single,university.degree,no,unknown,unknown,telephone,3,1,0,0
26,unemployed,single,high.school,no,unknown,no,telephone,1,0,0,0
39,admin.,married,high.school,no,no,unknown,telephone,4,0,0,0
48,self-employed,married,university.degree,unknown,unknown,no,cellular,2,0,0,0
29,technician,married,high.school,no,yes,no,cellular,3,1,0,0
42,technician,married,professional.course,no,no,no,telephone,1,1,0,0
37,admin.,single,university.degree,unknown,unknown,yes,cellular,4,0,0,0
37,blue-collar,single,basic.9y,unknown,unknown,no,cellular,2,0,0,0
32,self-employed,single,university.degree,no,unknown,no,cellular,1,1,0,0
35,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
42,admin.,married,basic.9y,unknown,unknown,no,cellular,2,0,0,0
18,student,single,high.school,no,unknown,no,cellular,1,1,0,0
31,management,married,university.degree,no,no,no,cellular,11,0,0,0
32,blue-collar,married,basic.9y,no,no,unknown,telephone,1,0,0,0
43,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
38,technician,single,university.degree,no,unknown,no,cellular,2,1,0,0
39,blue-collar,single,basic.9y,no,yes,no,cellular,1,0,0,0
55,blue-collar,married,basic.4y,unknown,yes,no,telephone,2,0,0,0
35,blue-collar,married,professional.course,no,unknown,yes,telephone,1,0,0,0
28,admin.,married,university.degree,no,no,no,cellular,4,0,0,0
40,blue-collar,single,basic.9y,no,unknown,no,telephone,5,0,0,0
60,admin.,married,professional.course,no,yes,no,cellular,1,1,0,0
35,technician,single,professional.course,no,unknown,unknown,telephone,1,0,0,0
36,admin.,divorced,high.school,no,unknown,no,cellular,1,1,0,0
64,retired,married,university.degree,no,unknown,yes,cellular,1,0,0,0
33,admin.,married,university.degree,no,unknown,yes,cellular,1,0,0,0
41,unemployed,divorced,university.degree,unknown,unknown,no,cellular,1,0,0,0
54,services,married,high.school,no,yes,no,cellular,2,0,0,0
32,housemaid,married,basic.4y,no,unknown,no,cellular,4,0,0,0
39,admin.,single,high.school,no,no,yes,cellular,2,0,0,0
38,admin.,married,basic.9y,unknown,unknown,no,telephone,2,0,0,0
35,blue-collar,married,basic.9y,no,unknown,no,cellular,2,0,0,0
39,technician,single,professional.course,unknown,no,no,cellular,4,0,0,0
33,self-employed,single,university.degree,no,unknown,no,telephone,4,0,0,0
19,student,single,basic.4y,no,yes,no,cellular,2,1,1,6
29,technician,single,high.school,no,unknown,no,cellular,4,0,0,0
30,admin.,divorced,university.degree,no,unknown,no,cellular,2,0,0,0
36,blue-collar,single,basic.6y,unknown,unknown,no,telephone,1,1,0,0
39,services,married,high.school,no,unknown,no,telephone,1,0,0,0
36,blue-collar,married,basic.9y,no,unknown,no,telephone,7,0,0,0
40,self-employed,single,university.degree,no,unknown,no,cellular,3,1,0,0
36,admin.,single,university.degree,no,unknown,yes,cellular,11,0,0,0
30,services,married,high.school,no,yes,no,cellular,4,0,0,0
39,technician,married,professional.course,no,unknown,no,telephone,2,0,0,0
38,blue-collar,single,basic.4y,no,unknown,no,telephone,2,0,0,0
30,management,married,university.degree,no,unknown,no,cellular,2,0,0,0
57,self-employed,married,university.degree,unknown,yes,no,telephone,1,0,0,0
38,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
58,retired,married,professional.course,no,yes,yes,telephone,2,0,0,0
26,student,single,high.school,no,yes,yes,telephone,4,0,0,0
46,services,married,high.school,no,unknown,no,cellular,3,0,0,0
31,management,single,university.degree,no,unknown,no,cellular,4,0,0,0
46,management,married,basic.4y,unknown,unknown,no,telephone,1,0,0,0
36,management,married,university.degree,no,yes,no,telephone,4,0,0,0
39,blue-collar,single,high.school,no,unknown,unknown,cellular,3,0,0,0
49,admin.,divorced,high.school,no,unknown,unknown,cellular,2,0,0,0
27,blue-collar,single,high.school,no,unknown,no,cellular,2,1,1,4
39,entrepreneur,married,professional.course,no,unknown,no,telephone,3,1,1,6
36,admin.,married,professional.course,no,no,no,cellular,2,0,0,0
33,blue-collar,married,high.school,no,unknown,no,telephone,1,1,0,0
32,services,married,high.school,no,unknown,no,cellular,1,0,0,0
47,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
29,technician,single,university.degree,no,unknown,yes,cellular,2,0,0,0
54,blue-collar,married,basic.4y,no,no,yes,cellular,2,0,0,0
55,admin.,divorced,university.degree,no,yes,no,cellular,2,0,0,0
30,admin.,single,high.school,no,unknown,no,cellular,1,0,0,0
26,student,single,unknown,no,unknown,yes,cellular,1,0,0,0
59,retired,married,university.degree,unknown,unknown,yes,cellular,4,0,0,0
31,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
51,admin.,divorced,high.school,no,yes,no,telephone,1,0,0,0
37,technician,married,professional.course,no,unknown,unknown,telephone,1,0,0,0
34,admin.,married,university.degree,no,yes,unknown,cellular,1,0,0,0
35,admin.,single,high.school,no,unknown,no,telephone,2,0,0,0
46,technician,divorced,professional.course,no,unknown,no,cellular,4,0,0,0
35,blue-collar,married,high.school,no,no,no,cellular,1,0,0,0
37,services,married,high.school,no,no,no,telephone,3,0,0,0
42,blue-collar,divorced,high.school,no,unknown,yes,telephone,7,0,0,0
57,management,married,university.degree,no,yes,unknown,telephone,1,0,0,0
38,admin.,single,university.degree,no,yes,no,telephone,2,0,0,0
26,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
54,technician,married,university.degree,no,yes,no,cellular,6,0,0,0
36,blue-collar,married,unknown,no,unknown,no,cellular,4,0,0,0
53,admin.,married,professional.course,no,unknown,no,cellular,3,0,0,0
36,services,single,basic.6y,unknown,unknown,no,telephone,2,0,0,0
53,admin.,divorced,university.degree,no,unknown,no,cellular,2,0,0,0
49,blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,0,0,0
45,technician,married,university.degree,no,unknown,no,cellular,1,0,0,0
30,technician,married,university.degree,no,unknown,unknown,cellular,2,0,0,0
43,blue-collar,married,basic.9y,no,no,no,cellular,6,1,0,0
58,retired,married,professional.course,unknown,no,no,cellular,2,0,0,0
50,admin.,married,basic.9y,unknown,yes,no,cellular,3,0,0,0
54,services,married,high.school,no,unknown,no,telephone,1,0,0,0
35,management,married,university.degree,no,yes,no,cellular,2,0,0,0
60,retired,married,basic.4y,no,yes,no,cellular,2,0,0,0
29,technician,single,high.school,no,unknown,no,cellular,3,0,0,0
39,blue-collar,married,basic.9y,no,unknown,no,telephone,2,0,0,0
40,blue-collar,married,basic.6y,no,unknown,no,telephone,5,0,0,0
31,admin.,single,university.degree,no,unknown,no,cellular,9,0,0,0
46,technician,divorced,university.degree,unknown,unknown,no,cellular,18,0,0,0
24,student,single,university.degree,unknown,yes,no,cellular,3,0,0,0
30,blue-collar,single,basic.4y,no,yes,unknown,telephone,3,0,0,0
32,technician,single,university.degree,no,no,unknown,cellular,1,0,1,3
46,self-employed,married,university.degree,no,unknown,no,cellular,2,0,0,0
35,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
43,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
35,blue-collar,married,professional.course,no,unknown,unknown,cellular,1,0,0,0
43,technician,married,professional.course,unknown,unknown,no,cellular,3,0,0,0
57,blue-collar,divorced,unknown,unknown,yes,no,telephone,1,0,0,0
57,technician,divorced,basic.4y,no,yes,no,telephone,2,0,0,0
50,admin.,married,high.school,unknown,yes,no,telephone,4,0,0,0
39,unemployed,married,university.degree,no,no,no,telephone,1,0,0,0
80,retired,married,basic.4y,no,no,no,cellular,1,1,0,0
49,blue-collar,married,high.school,unknown,yes,yes,cellular,2,0,0,0
57,admin.,single,high.school,no,unknown,unknown,telephone,1,1,0,0
59,admin.,married,high.school,no,unknown,no,telephone,4,0,0,0
32,admin.,single,university.degree,no,unknown,yes,telephone,1,0,0,0
40,admin.,married,high.school,no,unknown,yes,telephone,2,0,0,0
42,services,divorced,high.school,unknown,unknown,no,cellular,3,0,0,0
52,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,0,0,0
35,technician,married,professional.course,no,unknown,yes,cellular,4,1,0,0
55,admin.,married,high.school,no,unknown,yes,cellular,3,0,0,0
30,blue-collar,single,basic.4y,unknown,no,unknown,telephone,3,0,0,0
47,admin.,divorced,university.degree,no,unknown,yes,cellular,1,1,0,0
58,entrepreneur,married,university.degree,no,unknown,no,telephone,1,0,0,0
34,services,married,high.school,no,no,no,telephone,2,1,0,0
59,technician,married,university.degree,no,unknown,unknown,cellular,1,0,0,0
45,self-employed,married,professional.course,no,unknown,yes,telephone,1,0,0,0
48,retired,married,basic.9y,no,yes,no,telephone,1,0,0,0
48,unknown,married,basic.9y,no,unknown,unknown,cellular,1,0,0,0
29,technician,married,professional.course,no,yes,no,cellular,2,0,0,0
42,admin.,married,university.degree,no,unknown,yes,cellular,1,0,0,0
39,unemployed,single,high.school,no,unknown,no,cellular,3,0,0,0
32,services,married,high.school,no,unknown,no,telephone,2,1,0,0
37,services,married,high.school,no,unknown,no,cellular,1,0,0,0
58,management,divorced,university.degree,no,yes,no,cellular,1,0,0,0
41,blue-collar,married,basic.4y,no,no,no,telephone,1,0,0,0
50,services,married,unknown,no,unknown,unknown,cellular,2,0,0,0
74,retired,divorced,basic.4y,no,unknown,unknown,cellular,1,1,1,13
44,management,married,basic.6y,no,unknown,yes,cellular,1,0,0,0
41,self-employed,married,basic.9y,no,unknown,no,cellular,2,0,0,0
47,unemployed,married,professional.course,no,no,unknown,cellular,1,0,0,0
34,self-employed,divorced,university.degree,no,unknown,no,telephone,3,0,0,0
51,entrepreneur,married,university.degree,no,unknown,unknown,telephone,1,0,0,0
54,technician,married,university.degree,unknown,no,yes,telephone,7,0,0,0
59,technician,divorced,university.degree,no,unknown,no,telephone,2,0,0,0
31,admin.,divorced,university.degree,no,unknown,no,cellular,1,0,0,0
24,student,single,high.school,unknown,yes,no,cellular,1,0,0,0
56,entrepreneur,married,university.degree,no,unknown,no,telephone,1,0,0,0
42,blue-collar,divorced,basic.4y,no,yes,no,cellular,4,0,0,0
37,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
29,housemaid,single,high.school,no,unknown,no,telephone,3,0,0,0
34,admin.,single,high.school,no,no,no,telephone,1,0,0,0
37,management,single,high.school,no,unknown,no,telephone,2,0,0,0
42,blue-collar,married,unknown,no,yes,no,telephone,1,0,0,0
33,blue-collar,married,basic.9y,no,yes,yes,cellular,4,0,0,0
48,technician,married,professional.course,no,yes,unknown,cellular,8,1,0,0
49,services,married,high.school,unknown,no,no,telephone,1,0,0,0
48,blue-collar,married,professional.course,no,no,no,cellular,25,0,0,0
27,student,single,university.degree,no,unknown,yes,cellular,1,1,0,0
27,admin.,married,university.degree,no,yes,no,cellular,2,0,0,0
31,admin.,married,high.school,no,yes,no,telephone,1,0,0,0
38,technician,married,university.degree,no,no,unknown,cellular,1,1,0,0
39,admin.,married,professional.course,no,unknown,no,telephone,2,0,0,0
56,retired,married,high.school,no,yes,no,telephone,3,0,0,0
53,admin.,single,high.school,no,yes,no,cellular,2,0,0,0
55,technician,single,professional.course,no,yes,yes,cellular,2,1,0,0
37,admin.,married,high.school,unknown,unknown,no,cellular,1,0,0,0
36,admin.,married,university.degree,unknown,no,no,cellular,4,0,0,0
60,admin.,married,university.degree,no,unknown,no,cellular,3,0,0,0
58,technician,married,professional.course,no,unknown,yes,telephone,18,0,0,0
36,management,married,university.degree,no,yes,unknown,cellular,1,1,0,0
54,management,married,university.degree,no,yes,yes,cellular,1,0,0,0
46,services,married,high.school,unknown,unknown,no,cellular,2,0,0,0
41,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
57,technician,married,high.school,no,yes,no,cellular,1,0,0,0
29,student,single,professional.course,no,no,no,cellular,3,1,1,3
45,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,0,0,0
39,admin.,married,university.degree,no,unknown,unknown,cellular,2,0,0,0
36,admin.,married,university.degree,no,unknown,no,telephone,5,0,0,0
49,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,3,0,0,0
29,technician,single,professional.course,no,yes,unknown,telephone,1,0,0,0
55,services,divorced,basic.4y,unknown,unknown,no,telephone,2,0,0,0
48,blue-collar,married,unknown,unknown,unknown,yes,telephone,2,0,0,0
32,admin.,divorced,university.degree,no,yes,yes,cellular,5,0,0,0
31,management,married,university.degree,no,no,no,cellular,1,0,0,0
63,retired,married,unknown,no,unknown,no,telephone,1,0,0,0
41,admin.,married,university.degree,no,yes,no,telephone,1,1,1,9
45,unemployed,married,basic.6y,unknown,unknown,unknown,cellular,3,0,0,0
53,services,married,high.school,no,unknown,unknown,telephone,9,0,0,0
37,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,0,0,0
41,technician,married,professional.course,no,no,no,cellular,2,1,0,0
33,services,single,university.degree,no,yes,no,cellular,2,1,1,3
44,admin.,married,basic.6y,no,unknown,no,cellular,1,0,0,0
49,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,5,0,0,0
39,services,married,unknown,unknown,unknown,no,telephone,1,0,0,0
48,services,divorced,high.school,no,yes,no,cellular,2,0,0,0
49,blue-collar,married,basic.9y,no,unknown,unknown,cellular,2,0,0,0
37,blue-collar,married,basic.4y,no,unknown,no,cellular,2,0,0,0
51,retired,married,basic.4y,no,unknown,no,cellular,1,0,1,13
53,self-employed,divorced,university.degree,no,unknown,no,cellular,3,0,0,0
32,services,married,basic.9y,no,no,no,cellular,1,0,0,0
36,admin.,single,university.degree,no,unknown,no,cellular,3,0,0,0
30,admin.,single,university.degree,no,unknown,unknown,telephone,1,0,0,0
36,technician,married,university.degree,no,unknown,no,telephone,1,0,0,0
34,housemaid,married,university.degree,no,unknown,no,telephone,2,0,0,0
58,retired,married,basic.4y,unknown,unknown,no,cellular,1,0,0,0
49,entrepreneur,married,university.degree,no,unknown,no,cellular,2,0,0,0
46,unemployed,married,basic.9y,no,unknown,no,cellular,1,0,0,0
37,self-employed,married,university.degree,no,yes,yes,cellular,2,0,0,0
29,technician,single,high.school,no,unknown,no,telephone,1,0,0,0
31,admin.,single,university.degree,no,yes,no,cellular,1,0,0,0
39,admin.,married,university.degree,no,no,no,cellular,2,0,0,0
24,blue-collar,single,basic.9y,no,no,no,cellular,3,0,0,0
42,admin.,married,university.degree,unknown,unknown,no,telephone,4,0,0,0
36,unemployed,married,high.school,no,unknown,unknown,cellular,1,1,1,3
38,technician,single,basic.9y,no,unknown,no,cellular,2,0,0,0
36,admin.,single,high.school,no,unknown,no,cellular,1,0,0,0
46,services,married,high.school,no,unknown,unknown,cellular,1,0,0,0
24,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
43,admin.,married,unknown,no,no,no,telephone,1,0,0,0
29,admin.,single,university.degree,no,unknown,no,cellular,2,0,0,0
55,blue-collar,married,basic.6y,no,unknown,yes,cellular,4,0,0,0
21,student,single,high.school,no,unknown,no,cellular,2,1,0,0
45,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,3,0,0,0
25,services,single,high.school,no,unknown,no,telephone,1,1,0,0
36,services,single,high.school,no,unknown,no,telephone,4,0,0,0
36,management,married,university.degree,no,unknown,no,telephone,7,0,0,0
48,technician,married,professional.course,no,yes,yes,cellular,3,0,0,0
60,admin.,married,basic.9y,no,no,no,cellular,2,1,1,25
46,admin.,divorced,high.school,no,unknown,unknown,cellular,1,1,0,0
59,retired,married,unknown,no,unknown,no,cellular,1,0,0,0
42,blue-collar,single,basic.4y,no,unknown,no,cellular,1,0,0,0
54,management,married,university.degree,no,yes,no,cellular,3,0,0,0
32,technician,single,professional.course,unknown,unknown,unknown,cellular,4,0,0,0
30,blue-collar,divorced,basic.4y,no,unknown,yes,telephone,1,0,0,0
23,student,single,basic.9y,no,unknown,no,cellular,6,0,0,0
57,blue-collar,married,basic.4y,unknown,unknown,no,telephone,5,0,0,0
42,admin.,single,professional.course,no,unknown,no,cellular,1,0,0,0
29,admin.,single,university.degree,no,no,yes,cellular,1,0,0,0
33,management,married,university.degree,no,yes,no,cellular,4,0,0,0
57,services,divorced,high.school,no,no,no,telephone,1,0,0,0
38,blue-collar,married,professional.course,no,unknown,no,telephone,2,0,0,0
39,admin.,married,basic.9y,unknown,unknown,no,telephone,6,0,0,0
