Client ID,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
17719,unknown,married,unknown,unknown,unknown,no,cellular,4,no,0,0,56–65
25164,services,married,high.school,no,unknown,no,cellular,2,no,0,0,46–55
6998,admin.,single,university.degree,unknown,yes,yes,telephone,1,no,0,0,46–55
40369,student,single,university.degree,no,unknown,no,cellular,1,yes,1,3,26–35
37341,admin.,single,university.degree,no,unknown,unknown,cellular,1,no,0,0,36–45
707,admin.,married,university.degree,no,unknown,no,telephone,4,no,0,0,46–55
3492,technician,married,university.degree,no,unknown,no,telephone,4,no,0,0,36–45
15340,admin.,single,university.degree,unknown,yes,unknown,cellular,1,no,0,0,36–45
15824,admin.,married,basic.9y,no,yes,yes,cellular,3,no,0,0,26–35
24091,admin.,single,university.degree,no,unknown,no,telephone,1,no,0,0,26–35
7055,self-employed,single,university.degree,no,unknown,no,telephone,2,no,0,0,26–35
5581,admin.,married,university.degree,no,no,unknown,telephone,1,no,0,0,36–45
31417,housemaid,married,high.school,unknown,unknown,yes,cellular,4,no,0,0,26–35
31100,blue-collar,married,basic.9y,unknown,no,unknown,cellular,3,no,0,0,36–45
40530,retired,divorced,university.degree,no,unknown,no,cellular,16,no,0,0,66+
11992,management,married,university.degree,no,no,no,telephone,8,no,0,0,36–45
32354,admin.,single,high.school,no,yes,no,cellular,1,no,0,0,26–35
25651,admin.,single,high.school,no,unknown,no,cellular,1,no,0,0,26–35
3816,services,single,university.degree,no,no,no,telephone,5,no,0,0,26–35
38965,technician,married,university.degree,no,yes,no,cellular,2,yes,1,6,26–35
18647,admin.,single,professional.course,no,unknown,no,cellular,2,no,0,0,26–35
836,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,no,0,0,46–55
8625,services,married,high.school,unknown,unknown,unknown,telephone,2,no,0,0,26–35
33942,self-employed,single,high.school,unknown,no,no,cellular,2,no,0,0,36–45
25495,unemployed,divorced,high.school,no,no,unknown,cellular,1,no,0,0,26–35
22822,technician,single,university.degree,no,unknown,yes,cellular,3,no,0,0,26–35
5566,admin.,married,unknown,unknown,unknown,unknown,telephone,1,no,0,0,46–55
21674,blue-collar,married,basic.4y,no,unknown,no,cellular,3,no,0,0,46–55
28334,blue-collar,married,basic.4y,no,yes,no,cellular,1,no,0,0,46–55
4952,admin.,single,university.degree,no,unknown,unknown,telephone,3,no,0,0,26–35
15195,admin.,single,university.degree,no,unknown,yes,cellular,2,yes,0,0,26–35
18800,blue-collar,married,basic.6y,unknown,unknown,no,cellular,21,no,0,0,56–65
40982,retired,divorced,high.school,no,yes,unknown,cellular,1,yes,0,0,66+
23719,services,divorced,high.school,no,unknown,no,cellular,17,no,0,0,46–55
11333,housemaid,single,university.degree,no,no,no,telephone,2,no,0,0,26–35
40648,admin.,single,university.degree,no,yes,no,cellular,1,no,0,0,26–35
27676,blue-collar,single,basic.9y,unknown,unknown,unknown,cellular,3,no,0,0,36–45
25010,management,single,high.school,no,unknown,unknown,cellular,1,no,0,0,36–45
8964,entrepreneur,married,university.degree,unknown,no,unknown,telephone,3,no,0,0,36–45
34766,technician,single,professional.course,no,yes,no,cellular,4,no,0,0,36–45
8418,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,6,yes,0,0,36–45
12279,management,single,unknown,no,unknown,no,telephone,2,no,0,0,26–35
30329,retired,married,university.degree,no,unknown,no,cellular,1,no,0,0,56–65
27711,technician,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
5630,services,divorced,high.school,no,unknown,unknown,telephone,1,no,0,0,36–45
37394,student,single,basic.9y,no,unknown,no,cellular,1,yes,1,4,26–35
26020,entrepreneur,single,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
3682,admin.,divorced,basic.9y,unknown,yes,no,telephone,2,no,0,0,56–65
19404,management,married,high.school,no,unknown,no,cellular,5,no,0,0,46–55
29476,blue-collar,single,basic.9y,no,yes,yes,cellular,1,no,0,0,26–35
3986,student,single,basic.9y,no,unknown,no,telephone,1,no,0,0,26–35
15199,housemaid,divorced,high.school,unknown,no,yes,telephone,2,no,0,0,36–45
36315,self-employed,single,university.degree,no,yes,yes,cellular,2,no,0,0,26–35
35948,admin.,divorced,high.school,no,no,unknown,cellular,1,no,0,0,26–35
20787,blue-collar,married,basic.4y,unknown,unknown,yes,cellular,1,no,0,0,46–55
8413,services,married,high.school,unknown,unknown,no,telephone,8,no,0,0,46–55
18831,management,divorced,high.school,no,unknown,no,cellular,1,no,0,0,46–55
23206,management,married,university.degree,no,unknown,no,cellular,8,no,0,0,46–55
33423,services,married,basic.6y,no,unknown,yes,cellular,4,no,0,0,26–35
22835,services,married,high.school,unknown,unknown,unknown,cellular,1,no,0,0,46–55
25344,blue-collar,married,basic.9y,no,unknown,yes,cellular,3,no,0,0,36–45
19557,services,married,basic.6y,no,unknown,no,cellular,1,no,0,0,46–55
11832,retired,married,basic.6y,no,unknown,yes,telephone,3,no,0,0,56–65
28743,entrepreneur,married,basic.9y,no,unknown,no,cellular,3,no,0,0,36–45
16929,technician,single,university.degree,no,unknown,unknown,cellular,5,no,0,0,26–35
33973,blue-collar,married,basic.9y,no,unknown,no,cellular,3,yes,0,0,26–35
2638,blue-collar,married,unknown,no,unknown,no,telephone,3,no,0,0,46–55
39363,admin.,married,university.degree,no,yes,yes,cellular,3,no,0,0,46–55
19050,technician,married,university.degree,no,unknown,yes,cellular,1,no,0,0,36–45
35833,services,married,high.school,no,unknown,no,cellular,1,yes,0,0,36–45
18253,housemaid,married,basic.4y,no,unknown,no,cellular,3,no,0,0,56–65
878,admin.,married,university.degree,no,unknown,no,telephone,1,no,0,0,36–45
27106,technician,single,unknown,no,unknown,no,cellular,7,no,0,0,36–45
40941,admin.,married,high.school,unknown,unknown,no,cellular,1,yes,1,6,46–55
27960,admin.,single,university.degree,no,no,no,cellular,3,no,0,0,26–35
4380,admin.,single,university.degree,no,yes,no,telephone,1,no,0,0,26–35
11958,blue-collar,married,basic.6y,no,unknown,no,telephone,3,no,0,0,46–55
19188,admin.,married,university.degree,no,yes,no,cellular,4,no,0,0,36–45
27574,blue-collar,married,basic.4y,no,yes,no,cellular,2,no,0,0,46–55
3909,management,divorced,high.school,no,yes,no,telephone,5,no,0,0,26–35
26332,unemployed,divorced,high.school,no,unknown,unknown,cellular,1,no,0,0,46–55
40824,technician,single,professional.course,no,yes,no,cellular,1,yes,0,0,26–35
24832,admin.,married,high.school,no,unknown,no,cellular,1,no,0,0,36–45
20837,technician,single,university.degree,no,unknown,yes,cellular,8,no,0,0,26–35
30298,admin.,married,basic.6y,no,unknown,no,cellular,1,yes,0,0,46–55
14636,admin.,divorced,university.degree,no,unknown,no,cellular,4,no,0,0,36–45
32153,blue-collar,married,high.school,no,unknown,no,cellular,2,no,0,0,36–45
13162,management,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
31391,technician,divorced,university.degree,no,no,no,cellular,2,no,0,0,46–55
4712,admin.,married,professional.course,unknown,unknown,no,telephone,11,no,0,0,46–55
12477,unemployed,divorced,basic.9y,unknown,unknown,no,cellular,3,no,0,0,46–55
33758,management,married,university.degree,no,unknown,yes,telephone,5,no,1,6,26–35
26536,entrepreneur,married,university.degree,no,no,unknown,cellular,5,no,0,0,26–35
20699,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
17393,management,married,university.degree,unknown,no,no,cellular,2,no,0,0,46–55
23024,admin.,married,university.degree,no,unknown,no,cellular,12,no,0,0,36–45
22357,admin.,married,university.degree,no,unknown,no,cellular,7,no,0,0,26–35
36033,admin.,divorced,university.degree,no,yes,unknown,cellular,1,no,0,0,46–55
29572,management,married,university.degree,no,unknown,yes,cellular,5,no,0,0,36–45
21647,management,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
8447,blue-collar,married,basic.9y,unknown,unknown,no,telephone,3,no,0,0,36–45
36038,technician,single,university.degree,no,yes,no,cellular,1,no,0,0,26–35
29088,admin.,single,university.degree,no,yes,no,cellular,2,yes,0,0,36–45
1799,self-employed,married,university.degree,no,unknown,unknown,telephone,2,no,0,0,46–55
17144,admin.,married,professional.course,no,unknown,no,cellular,1,no,0,0,46–55
655,blue-collar,divorced,unknown,unknown,yes,yes,telephone,2,no,0,0,46–55
39625,blue-collar,married,basic.6y,no,unknown,no,telephone,1,no,0,0,26–35
5813,services,married,high.school,no,unknown,no,telephone,2,no,0,0,36–45
21673,admin.,married,basic.9y,unknown,unknown,yes,cellular,5,no,0,0,36–45
2893,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,no,0,0,26–35
39832,technician,married,university.degree,no,unknown,no,telephone,1,yes,1,6,36–45
5637,management,single,university.degree,unknown,yes,no,telephone,4,yes,0,0,36–45
9613,housemaid,married,high.school,unknown,unknown,no,telephone,7,no,0,0,36–45
3045,retired,married,professional.course,unknown,no,no,telephone,5,no,0,0,56–65
21692,technician,single,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
6160,technician,married,professional.course,no,no,no,telephone,1,no,0,0,36–45
13516,blue-collar,married,basic.9y,no,no,no,telephone,2,no,0,0,26–35
6023,admin.,single,university.degree,no,unknown,no,telephone,2,no,0,0,26–35
38726,management,married,university.degree,no,unknown,yes,cellular,1,no,0,0,46–55
13570,admin.,single,high.school,no,unknown,yes,cellular,1,no,0,0,26–35
11212,admin.,married,university.degree,no,no,yes,telephone,1,no,0,0,56–65
11222,unemployed,married,professional.course,no,unknown,no,telephone,1,no,0,0,36–45
10829,blue-collar,single,unknown,no,unknown,yes,telephone,1,no,0,0,26–35
23122,admin.,single,high.school,no,yes,no,cellular,2,no,0,0,36–45
4764,blue-collar,married,basic.9y,unknown,no,no,telephone,1,no,0,0,26–35
27595,entrepreneur,single,high.school,unknown,yes,yes,cellular,6,no,0,0,26–35
3660,blue-collar,married,basic.4y,no,no,no,telephone,1,no,0,0,26–35
3327,blue-collar,divorced,basic.4y,no,no,no,telephone,3,no,0,0,46–55
9466,admin.,married,university.degree,no,yes,no,telephone,1,no,0,0,26–35
2664,management,married,university.degree,no,yes,no,telephone,8,no,0,0,36–45
25939,blue-collar,single,basic.6y,no,unknown,no,telephone,1,no,0,0,36–45
37963,admin.,married,high.school,no,yes,yes,cellular,3,no,0,0,46–55
27830,student,single,university.degree,no,no,no,cellular,11,no,0,0,26–35
21918,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
11674,student,single,unknown,unknown,yes,no,telephone,8,no,0,0,26–35
30832,blue-collar,single,basic.9y,unknown,yes,no,cellular,1,no,0,0,46–55
38088,admin.,divorced,high.school,no,unknown,no,cellular,1,no,1,3,46–55
37899,admin.,single,university.degree,no,unknown,unknown,telephone,1,no,0,0,36–45
34696,technician,single,professional.course,no,yes,no,cellular,1,no,0,0,26–35
36742,admin.,single,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
33314,blue-collar,married,basic.9y,no,yes,no,cellular,3,no,0,0,36–45
2881,blue-collar,married,basic.4y,no,unknown,no,telephone,1,no,0,0,56–65
22224,admin.,married,university.degree,unknown,unknown,no,cellular,1,no,0,0,36–45
9146,admin.,single,university.degree,no,unknown,yes,telephone,2,no,0,0,26–35
32019,services,married,high.school,no,no,no,cellular,2,no,0,0,36–45
21342,admin.,married,university.degree,no,unknown,no,cellular,3,no,0,0,36–45
29413,self-employed,divorced,university.degree,no,yes,unknown,telephone,2,no,0,0,26–35
11155,admin.,single,high.school,no,no,no,telephone,1,no,0,0,46–55
27690,blue-collar,married,basic.4y,no,unknown,yes,telephone,1,yes,0,0,36–45
16196,blue-collar,married,basic.4y,no,unknown,no,telephone,1,no,0,0,46–55
33711,blue-collar,married,basic.4y,no,yes,no,cellular,1,no,0,0,36–45
19620,admin.,married,high.school,no,unknown,no,cellular,1,no,0,0,56–65
39403,retired,divorced,basic.4y,no,unknown,no,cellular,2,no,0,0,66+
24919,technician,married,high.school,no,unknown,no,cellular,1,no,0,0,46–55
31626,technician,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
16693,blue-collar,married,basic.6y,no,unknown,no,telephone,2,no,0,0,26–35
32428,blue-collar,married,basic.4y,no,unknown,no,telephone,4,no,0,0,26–35
6728,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,2,no,0,0,46–55
40707,services,single,high.school,no,unknown,no,telephone,1,no,0,0,26–35
29554,admin.,married,high.school,no,unknown,yes,telephone,1,no,0,0,26–35
20915,self-employed,married,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
23778,management,married,university.degree,no,unknown,no,cellular,6,no,0,0,46–55
23457,technician,single,university.degree,no,unknown,no,cellular,5,no,0,0,26–35
31407,blue-collar,married,basic.4y,unknown,no,no,cellular,3,no,0,0,46–55
12818,services,married,high.school,no,unknown,yes,cellular,1,no,0,0,26–35
38297,management,married,university.degree,no,no,no,telephone,2,yes,0,0,26–35
28961,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
38258,management,married,university.degree,no,no,no,cellular,2,yes,0,0,26–35
22303,blue-collar,married,basic.6y,no,unknown,no,cellular,1,no,0,0,46–55
29149,admin.,married,basic.6y,no,yes,no,cellular,1,no,0,0,46–55
33506,technician,divorced,professional.course,no,unknown,no,cellular,3,no,0,0,46–55
19223,technician,married,high.school,unknown,unknown,unknown,cellular,1,yes,0,0,46–55
24601,admin.,divorced,high.school,no,unknown,unknown,cellular,2,no,0,0,36–45
14250,blue-collar,married,basic.6y,unknown,unknown,no,cellular,3,no,0,0,26–35
36083,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
756,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,no,0,0,36–45
21305,technician,married,high.school,unknown,unknown,no,cellular,5,no,0,0,26–35
2780,student,married,university.degree,no,yes,no,telephone,2,yes,0,0,36–45
24504,management,married,unknown,no,yes,yes,cellular,3,no,0,0,46–55
38405,admin.,single,high.school,no,yes,no,cellular,1,yes,0,0,36–45
30078,admin.,married,high.school,no,no,no,cellular,2,no,0,0,36–45
20309,technician,married,university.degree,unknown,no,no,cellular,5,yes,0,0,26–35
16454,management,married,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
21752,blue-collar,married,basic.6y,unknown,unknown,no,cellular,2,no,0,0,46–55
15048,services,single,high.school,no,unknown,no,cellular,6,no,0,0,46–55
40341,admin.,single,university.degree,no,unknown,yes,telephone,1,no,0,0,26–35
41149,admin.,single,professional.course,no,yes,no,cellular,3,yes,0,0,36–45
18065,admin.,married,professional.course,no,unknown,no,cellular,3,no,0,0,26–35
15735,blue-collar,married,basic.6y,no,no,no,cellular,1,no,0,0,26–35
18988,admin.,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
7869,services,single,high.school,no,unknown,no,telephone,6,no,0,0,26–35
1270,admin.,married,high.school,no,no,no,telephone,1,no,0,0,26–35
21798,services,married,high.school,no,unknown,no,cellular,1,no,0,0,26–35
37105,admin.,married,university.degree,no,unknown,unknown,cellular,4,no,0,0,26–35
31625,services,single,high.school,no,unknown,no,cellular,1,no,0,0,26–35
28807,admin.,divorced,university.degree,no,yes,no,cellular,2,no,0,0,36–45
6999,blue-collar,married,basic.9y,no,yes,no,telephone,10,no,0,0,46–55
11284,entrepreneur,married,high.school,no,unknown,unknown,telephone,1,no,0,0,26–35
27303,admin.,single,university.degree,no,yes,no,cellular,1,no,0,0,26–35
8670,admin.,single,high.school,no,yes,no,telephone,2,no,0,0,26–35
9522,entrepreneur,divorced,high.school,no,unknown,no,telephone,1,no,0,0,36–45
18668,housemaid,married,basic.4y,unknown,no,no,cellular,24,no,0,0,36–45
20117,admin.,married,university.degree,unknown,unknown,no,cellular,1,no,0,0,26–35
9046,admin.,married,university.degree,unknown,unknown,unknown,telephone,2,no,0,0,36–45
23509,admin.,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
38978,student,single,university.degree,no,unknown,no,cellular,2,no,1,6,16–25
40891,blue-collar,single,basic.4y,no,unknown,no,cellular,1,no,0,0,26–35
23005,admin.,married,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
23332,management,married,university.degree,no,unknown,no,cellular,4,no,0,0,26–35
29141,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
740,blue-collar,married,unknown,unknown,yes,no,telephone,3,no,0,0,36–45
10876,admin.,single,high.school,no,unknown,yes,telephone,1,no,0,0,26–35
1675,services,single,high.school,unknown,no,no,telephone,1,no,0,0,26–35
16122,unemployed,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
2568,management,married,university.degree,no,no,no,telephone,4,no,0,0,26–35
29698,admin.,divorced,high.school,unknown,yes,no,cellular,1,no,0,0,46–55
37281,admin.,divorced,university.degree,no,yes,no,cellular,2,yes,0,0,36–45
4733,blue-collar,married,basic.6y,unknown,unknown,no,telephone,2,no,0,0,36–45
37089,technician,single,university.degree,no,unknown,unknown,cellular,3,no,0,0,26–35
33542,blue-collar,single,professional.course,no,unknown,no,cellular,6,no,0,0,26–35
8522,blue-collar,married,basic.4y,unknown,unknown,no,telephone,5,no,0,0,56–65
21585,unemployed,single,professional.course,no,yes,yes,telephone,1,no,0,0,36–45
41173,admin.,single,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
32787,unemployed,married,basic.9y,no,unknown,no,cellular,2,no,0,0,26–35
2245,admin.,single,high.school,no,yes,yes,telephone,4,no,0,0,36–45
3204,services,single,high.school,unknown,unknown,yes,telephone,3,yes,0,0,36–45
28886,admin.,single,high.school,no,no,unknown,cellular,2,no,0,0,36–45
30826,retired,married,high.school,unknown,unknown,no,cellular,1,no,0,0,56–65
20225,technician,single,professional.course,no,no,no,cellular,2,no,0,0,26–35
38141,services,married,basic.6y,no,unknown,no,cellular,1,no,0,0,36–45
11999,retired,married,basic.9y,no,no,yes,telephone,2,no,0,0,56–65
38966,technician,married,high.school,no,unknown,no,cellular,1,yes,0,0,56–65
6666,unemployed,single,basic.4y,unknown,unknown,no,telephone,1,no,0,0,36–45
3241,blue-collar,married,basic.6y,no,yes,yes,telephone,1,no,0,0,46–55
10359,blue-collar,married,basic.9y,no,yes,no,telephone,1,no,0,0,26–35
364,blue-collar,married,basic.4y,unknown,unknown,no,telephone,3,no,0,0,36–45
20108,technician,married,professional.course,no,unknown,no,cellular,1,no,0,0,46–55
35877,admin.,unknown,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
24055,admin.,married,university.degree,no,no,no,telephone,1,no,0,0,26–35
19325,technician,single,professional.course,no,unknown,no,cellular,1,no,0,0,26–35
34410,services,married,high.school,no,unknown,no,cellular,12,no,0,0,26–35
20902,housemaid,married,basic.4y,unknown,unknown,no,cellular,1,no,0,0,36–45
27915,student,single,basic.9y,no,unknown,no,cellular,1,no,0,0,16–25
1173,blue-collar,married,high.school,unknown,no,yes,telephone,1,no,0,0,46–55
22470,self-employed,married,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
39764,technician,married,professional.course,no,no,no,cellular,2,yes,0,0,26–35
535,technician,married,high.school,no,unknown,no,telephone,1,no,0,0,36–45
12666,management,divorced,university.degree,unknown,unknown,no,cellular,2,no,0,0,36–45
34179,self-employed,single,university.degree,no,no,unknown,cellular,2,no,0,0,26–35
12480,housemaid,married,basic.4y,no,yes,unknown,cellular,1,no,0,0,36–45
17200,admin.,married,high.school,no,yes,no,cellular,6,no,0,0,36–45
23707,admin.,single,university.degree,no,unknown,yes,cellular,1,no,0,0,26–35
34900,management,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
34566,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,26–35
4576,admin.,married,university.degree,no,no,no,telephone,17,no,0,0,36–45
5191,technician,single,high.school,no,unknown,yes,telephone,2,no,0,0,46–55
19507,technician,single,high.school,no,unknown,no,cellular,4,no,0,0,26–35
15733,blue-collar,married,basic.9y,no,no,yes,cellular,1,no,0,0,26–35
30430,unemployed,single,basic.4y,no,yes,unknown,cellular,11,no,0,0,66+
20660,technician,single,professional.course,no,unknown,yes,cellular,3,no,0,0,26–35
3090,admin.,married,high.school,no,unknown,yes,telephone,2,no,0,0,26–35
1997,technician,married,high.school,no,unknown,no,telephone,5,no,0,0,36–45
21638,admin.,single,university.degree,no,unknown,no,cellular,4,no,0,0,26–35
24814,admin.,single,university.degree,no,no,no,cellular,1,no,0,0,26–35
11820,blue-collar,married,basic.9y,unknown,unknown,no,telephone,3,no,0,0,36–45
8270,blue-collar,married,basic.6y,no,no,yes,telephone,2,no,0,0,46–55
32356,technician,single,university.degree,no,no,no,cellular,1,no,0,0,46–55
26112,blue-collar,married,basic.9y,no,unknown,no,cellular,2,no,0,0,26–35
7490,admin.,single,university.degree,no,no,no,telephone,3,no,0,0,46–55
15628,blue-collar,married,unknown,no,unknown,no,cellular,4,no,0,0,36–45
29879,admin.,married,high.school,no,unknown,no,cellular,2,no,0,0,46–55
39924,retired,divorced,basic.4y,no,no,unknown,telephone,1,no,0,0,66+
1300,admin.,married,university.degree,unknown,yes,no,telephone,1,no,0,0,36–45
31316,admin.,unknown,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
5500,self-employed,married,professional.course,no,no,no,telephone,5,no,0,0,26–35
6448,management,single,university.degree,no,unknown,no,telephone,2,no,0,0,26–35
38996,admin.,married,university.degree,no,unknown,no,telephone,2,no,0,0,46–55
17865,unemployed,married,basic.4y,unknown,unknown,no,cellular,1,no,0,0,36–45
27370,admin.,married,basic.6y,no,yes,yes,cellular,1,no,0,0,36–45
32560,technician,married,professional.course,no,no,no,cellular,6,no,0,0,36–45
26906,blue-collar,divorced,basic.6y,no,yes,no,cellular,3,no,0,0,56–65
26328,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
15117,housemaid,married,basic.9y,no,yes,yes,cellular,1,no,0,0,36–45
38346,admin.,single,high.school,no,yes,no,telephone,1,yes,0,0,46–55
21210,admin.,divorced,university.degree,no,unknown,unknown,cellular,4,no,0,0,26–35
25740,housemaid,divorced,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
5681,technician,married,professional.course,no,unknown,no,telephone,2,no,0,0,36–45
11550,blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,yes,0,0,36–45
34306,blue-collar,married,basic.4y,no,unknown,yes,cellular,1,no,0,0,36–45
36046,retired,married,basic.4y,no,no,no,cellular,1,no,0,0,56–65
68,admin.,married,unknown,no,unknown,no,telephone,1,no,0,0,26–35
5556,admin.,divorced,basic.9y,unknown,unknown,no,telephone,1,no,0,0,46–55
3011,admin.,married,university.degree,no,no,no,telephone,4,no,0,0,26–35
17108,blue-collar,married,professional.course,no,unknown,no,cellular,1,no,0,0,26–35
40140,management,married,university.degree,no,unknown,no,cellular,2,yes,0,0,46–55
27719,student,single,basic.9y,no,unknown,no,cellular,3,yes,0,0,26–35
13648,admin.,married,unknown,no,unknown,no,cellular,1,no,0,0,36–45
11398,blue-collar,married,basic.9y,unknown,yes,no,telephone,3,no,0,0,26–35
13148,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,no,0,0,36–45
4583,technician,single,professional.course,no,unknown,yes,telephone,2,no,0,0,26–35
3229,admin.,married,high.school,unknown,no,no,telephone,1,no,0,0,36–45
7368,admin.,married,high.school,no,no,no,telephone,2,no,0,0,26–35
10682,technician,married,professional.course,no,unknown,no,telephone,2,no,0,0,46–55
144,blue-collar,married,basic.4y,no,yes,no,telephone,1,no,0,0,46–55
18896,admin.,married,professional.course,no,unknown,no,cellular,1,no,0,0,36–45
29814,technician,single,university.degree,no,no,yes,cellular,5,no,0,0,26–35
23818,technician,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
39936,admin.,married,high.school,no,unknown,no,telephone,1,no,0,0,26–35
9345,technician,married,university.degree,no,no,unknown,telephone,2,no,0,0,26–35
33981,blue-collar,married,basic.4y,no,no,yes,cellular,1,no,0,0,36–45
29080,blue-collar,married,basic.4y,no,yes,no,cellular,1,no,0,0,36–45
9262,blue-collar,married,basic.9y,no,unknown,no,telephone,2,no,0,0,36–45
20086,technician,married,professional.course,unknown,no,yes,cellular,1,no,0,0,36–45
21812,services,married,basic.4y,no,unknown,yes,cellular,1,no,0,0,56–65
20168,technician,single,professional.course,no,yes,no,cellular,1,no,0,0,36–45
38059,admin.,single,university.degree,no,yes,no,cellular,2,yes,0,0,36–45
25242,blue-collar,married,basic.9y,no,yes,yes,cellular,2,no,0,0,26–35
29239,technician,single,high.school,no,unknown,no,cellular,2,no,0,0,26–35
27455,technician,married,unknown,unknown,unknown,no,cellular,2,no,0,0,46–55
30700,blue-collar,married,basic.9y,no,no,no,cellular,1,no,0,0,36–45
18101,unemployed,divorced,university.degree,no,no,unknown,cellular,5,no,0,0,36–45
15793,blue-collar,married,high.school,unknown,unknown,no,cellular,1,no,0,0,36–45
12380,admin.,married,university.degree,unknown,unknown,unknown,cellular,3,no,0,0,46–55
7854,unemployed,married,basic.9y,no,unknown,no,telephone,2,no,0,0,56–65
154,entrepreneur,married,unknown,unknown,no,no,telephone,1,no,0,0,56–65
13017,admin.,single,professional.course,no,unknown,no,cellular,4,yes,0,0,26–35
14874,retired,married,high.school,no,unknown,no,cellular,1,no,0,0,56–65
14260,technician,married,professional.course,no,unknown,unknown,cellular,3,no,0,0,26–35
26871,services,married,basic.6y,no,unknown,no,cellular,2,no,0,0,46–55
17381,services,married,basic.6y,unknown,yes,yes,cellular,1,no,0,0,36–45
32923,blue-collar,married,basic.4y,no,unknown,no,cellular,2,no,0,0,26–35
11469,retired,divorced,basic.4y,unknown,yes,no,telephone,2,no,0,0,56–65
32364,blue-collar,married,professional.course,no,no,no,cellular,1,no,0,0,36–45
22635,self-employed,married,basic.9y,no,no,yes,cellular,3,no,0,0,36–45
4655,self-employed,married,basic.4y,no,no,no,telephone,1,no,0,0,56–65
8056,technician,married,professional.course,no,unknown,yes,telephone,1,no,0,0,26–35
30852,blue-collar,single,basic.4y,no,unknown,unknown,cellular,4,no,0,0,36–45
32925,admin.,married,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
1553,entrepreneur,single,high.school,no,unknown,no,telephone,3,no,0,0,16–25
13394,blue-collar,single,basic.9y,no,no,no,cellular,3,no,0,0,26–35
2149,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,no,0,0,56–65
496,services,married,high.school,unknown,unknown,unknown,telephone,1,no,0,0,26–35
13866,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,46–55
35090,technician,married,professional.course,no,no,no,cellular,2,no,0,0,26–35
40550,retired,divorced,basic.4y,no,unknown,no,telephone,1,no,0,0,56–65
38136,self-employed,married,university.degree,unknown,unknown,unknown,cellular,1,no,0,0,56–65
37626,admin.,single,university.degree,no,no,no,cellular,1,yes,1,6,36–45
18123,admin.,married,high.school,no,no,no,cellular,6,no,0,0,36–45
19386,technician,single,professional.course,no,no,yes,cellular,1,no,0,0,36–45
25694,services,single,high.school,no,unknown,no,cellular,1,no,0,0,26–35
23346,admin.,married,high.school,no,unknown,no,cellular,10,no,0,0,46–55
29969,admin.,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
15697,blue-collar,married,basic.4y,no,yes,no,cellular,1,no,0,0,26–35
19268,technician,divorced,professional.course,no,unknown,yes,cellular,1,no,0,0,36–45
3721,services,single,basic.9y,no,unknown,no,telephone,4,no,0,0,26–35
9534,blue-collar,married,basic.4y,unknown,unknown,yes,telephone,1,no,0,0,36–45
26620,admin.,divorced,high.school,no,unknown,yes,cellular,1,no,0,0,46–55
17273,management,divorced,university.degree,no,unknown,no,cellular,4,no,0,0,36–45
19586,admin.,married,university.degree,unknown,unknown,yes,cellular,2,no,0,0,26–35
4921,services,married,high.school,no,no,no,telephone,3,no,0,0,46–55
