Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
869,42,admin.,single,unknown,unknown,no,no,telephone,1,999,no,0,0,36–45
29973,56,self-employed,married,university.degree,no,no,no,cellular,2,999,yes,0,0,56–65
30396,34,technician,married,university.degree,no,yes,no,cellular,2,8,no,1,8,26–35
15937,30,blue-collar,single,basic.9y,no,yes,yes,cellular,5,999,no,0,0,26–35
26119,31,blue-collar,divorced,basic.9y,no,unknown,no,cellular,3,999,no,0,0,26–35
8079,29,entrepreneur,married,professional.course,no,unknown,no,telephone,1,999,no,0,0,26–35
15214,50,admin.,divorced,university.degree,no,unknown,unknown,cellular,2,999,no,0,0,46–55
2213,32,unemployed,married,basic.9y,no,unknown,unknown,telephone,3,999,no,0,0,26–35
3281,35,blue-collar,single,professional.course,no,unknown,no,telephone,1,999,no,0,0,36–45
39947,36,unemployed,married,professional.course,no,yes,no,telephone,1,999,no,0,0,36–45
28526,47,blue-collar,married,professional.course,no,unknown,no,cellular,4,999,no,0,0,46–55
39502,41,admin.,married,university.degree,no,unknown,no,cellular,1,999,yes,0,0,36–45
31049,35,admin.,single,university.degree,no,no,no,cellular,2,999,no,0,0,36–45
8786,58,blue-collar,married,basic.4y,no,unknown,no,telephone,1,999,no,0,0,56–65
7141,35,entrepreneur,married,university.degree,unknown,unknown,yes,telephone,2,999,no,0,0,36–45
16040,36,admin.,single,high.school,no,unknown,no,cellular,1,999,no,0,0,36–45
24981,55,admin.,married,high.school,no,unknown,no,cellular,1,999,no,0,0,56–65
13430,27,technician,single,high.school,no,unknown,no,cellular,2,999,no,0,0,26–35
13607,32,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
19051,34,admin.,married,university.degree,unknown,unknown,no,cellular,1,999,no,0,0,26–35
13698,29,admin.,married,university.degree,unknown,unknown,yes,telephone,1,999,no,0,0,26–35
22374,57,technician,married,university.degree,no,no,no,cellular,1,999,no,0,0,56–65
33879,29,blue-collar,single,basic.9y,no,no,no,cellular,1,999,no,0,0,26–35
19889,34,technician,married,professional.course,no,unknown,no,cellular,1,999,no,0,0,26–35
3525,46,unemployed,married,high.school,unknown,unknown,no,telephone,3,999,no,0,0,46–55
9982,53,blue-collar,married,basic.9y,unknown,unknown,no,telephone,10,999,no,0,0,46–55
25595,35,admin.,married,university.degree,no,no,no,cellular,1,999,no,0,0,36–45
38746,45,technician,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,46–55
14342,32,services,married,high.school,no,unknown,no,cellular,2,999,no,0,0,26–35
39618,30,student,single,high.school,no,unknown,no,telephone,3,999,yes,0,0,26–35
23109,33,management,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
25839,38,technician,single,basic.6y,no,unknown,no,cellular,1,999,no,0,0,36–45
5080,46,admin.,divorced,high.school,no,no,no,telephone,1,999,no,0,0,46–55
22292,44,admin.,divorced,university.degree,unknown,unknown,no,cellular,1,999,no,0,0,36–45
2559,36,admin.,married,university.degree,no,unknown,unknown,telephone,1,999,no,0,0,36–45
21800,31,admin.,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
26421,34,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no,0,0,26–35
33641,38,blue-collar,single,basic.9y,no,unknown,no,telephone,5,999,no,0,0,36–45
1774,39,admin.,married,basic.9y,no,unknown,no,telephone,2,999,no,0,0,36–45
37647,34,admin.,single,university.degree,no,no,yes,cellular,1,999,no,0,0,26–35
21871,54,blue-collar,married,basic.9y,no,no,no,cellular,2,999,no,0,0,46–55
19799,30,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
37918,18,student,single,unknown,no,yes,no,cellular,1,999,no,0,0,1–25
30294,36,blue-collar,married,basic.9y,no,no,no,cellular,1,999,no,0,0,36–45
28621,39,technician,single,professional.course,no,unknown,no,cellular,3,999,no,0,0,36–45
8521,41,self-employed,married,basic.4y,no,unknown,no,telephone,3,999,no,0,0,36–45
9482,48,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,999,no,0,0,46–55
7320,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,11,999,no,0,0,46–55
23491,43,technician,married,professional.course,no,no,no,cellular,3,999,no,0,0,36–45
21679,43,technician,married,high.school,no,yes,no,cellular,1,999,no,0,0,36–45
4474,46,management,married,basic.9y,no,yes,yes,telephone,2,999,no,0,0,46–55
27949,34,technician,single,university.degree,no,unknown,no,cellular,4,999,no,0,0,26–35
37387,36,admin.,divorced,university.degree,no,unknown,yes,cellular,2,6,yes,1,6,36–45
17473,56,blue-collar,married,basic.4y,unknown,no,no,cellular,3,999,no,0,0,56–65
34761,36,entrepreneur,single,basic.9y,unknown,unknown,yes,cellular,3,999,no,0,0,36–45
29079,45,admin.,married,high.school,no,unknown,no,cellular,1,999,no,0,0,46–55
35418,32,technician,married,professional.course,no,unknown,no,cellular,6,999,no,0,0,26–35
15749,32,admin.,divorced,basic.9y,no,unknown,unknown,cellular,1,999,no,0,0,26–35
9936,43,services,single,unknown,unknown,yes,no,telephone,2,999,no,0,0,36–45
31956,35,services,single,high.school,no,unknown,yes,cellular,2,999,no,0,0,36–45
2017,50,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,999,no,0,0,46–55
11710,31,entrepreneur,single,basic.6y,unknown,unknown,yes,telephone,3,999,no,0,0,26–35
22320,45,technician,married,professional.course,unknown,yes,no,cellular,5,999,no,0,0,46–55
1608,27,blue-collar,married,university.degree,no,no,yes,telephone,1,999,no,0,0,26–35
40785,32,technician,married,basic.9y,no,yes,no,cellular,1,6,yes,1,6,26–35
3606,54,blue-collar,divorced,unknown,unknown,unknown,no,telephone,1,999,no,0,0,46–55
16400,23,admin.,single,professional.course,no,no,yes,cellular,1,999,no,0,0,1–25
17943,43,admin.,married,high.school,no,unknown,no,cellular,5,999,no,0,0,36–45
4605,41,admin.,single,high.school,no,unknown,no,telephone,1,999,no,0,0,36–45
11589,27,admin.,single,university.degree,no,unknown,no,telephone,2,999,no,0,0,26–35
6148,39,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,999,no,0,0,36–45
15661,30,technician,single,university.degree,no,no,no,cellular,20,999,no,0,0,26–35
33019,36,technician,single,professional.course,no,unknown,no,cellular,2,999,no,0,0,36–45
37617,34,technician,single,professional.course,no,unknown,no,cellular,1,999,no,0,0,26–35
13444,35,technician,single,university.degree,no,no,no,cellular,2,999,no,0,0,36–45
36151,32,admin.,single,university.degree,no,unknown,no,telephone,1,999,no,0,0,26–35
5444,49,technician,married,professional.course,no,unknown,no,telephone,6,999,no,0,0,46–55
132,41,technician,married,professional.course,unknown,unknown,no,telephone,1,999,no,0,0,36–45
4644,38,blue-collar,married,basic.9y,no,unknown,yes,telephone,1,999,no,0,0,36–45
31088,41,entrepreneur,married,basic.4y,no,unknown,no,cellular,1,999,no,0,0,36–45
31250,27,admin.,married,high.school,no,no,yes,cellular,1,999,no,0,0,26–35
498,35,admin.,divorced,university.degree,unknown,yes,unknown,telephone,1,999,no,0,0,36–45
28191,22,student,single,high.school,no,unknown,unknown,cellular,2,999,no,0,0,1–25
10529,28,blue-collar,single,basic.9y,no,unknown,no,telephone,1,999,no,0,0,26–35
3665,53,unemployed,married,basic.4y,unknown,unknown,no,telephone,1,999,no,0,0,46–55
4827,46,blue-collar,divorced,basic.9y,no,no,no,telephone,2,999,no,0,0,46–55
31484,35,technician,married,professional.course,no,unknown,yes,cellular,4,999,no,0,0,36–45
22559,32,admin.,single,university.degree,no,no,no,cellular,4,999,no,0,0,26–35
7434,35,management,single,unknown,no,unknown,no,telephone,1,999,no,0,0,36–45
27708,26,admin.,married,university.degree,no,yes,no,cellular,5,999,yes,0,0,26–35
33809,28,admin.,married,high.school,no,unknown,no,cellular,2,999,no,0,0,26–35
13403,39,technician,single,high.school,no,unknown,no,telephone,7,999,no,0,0,36–45
40392,26,unemployed,single,university.degree,no,unknown,unknown,cellular,1,3,yes,1,3,26–35
13462,45,technician,married,professional.course,unknown,no,no,telephone,6,999,no,0,0,46–55
32252,33,blue-collar,single,basic.4y,no,yes,no,cellular,3,999,no,0,0,26–35
40306,27,services,single,high.school,no,unknown,no,cellular,5,6,yes,1,6,26–35
19208,58,housemaid,married,basic.4y,no,unknown,no,cellular,3,999,no,0,0,56–65
34564,37,blue-collar,married,high.school,unknown,unknown,no,cellular,1,999,no,0,0,36–45
9396,31,services,married,high.school,no,unknown,unknown,telephone,2,999,no,0,0,26–35
40266,23,student,single,unknown,no,no,no,cellular,1,999,yes,0,0,1–25
22709,39,admin.,married,professional.course,no,unknown,no,cellular,3,999,no,0,0,36–45
33947,22,admin.,single,high.school,no,yes,no,cellular,2,999,no,0,0,1–25
26778,31,admin.,single,university.degree,no,yes,no,cellular,1,999,no,0,0,26–35
12448,40,technician,married,high.school,no,unknown,no,cellular,4,999,no,0,0,36–45
39454,48,admin.,married,university.degree,no,yes,yes,cellular,1,6,yes,1,6,46–55
38366,25,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
10519,31,services,single,university.degree,no,yes,no,telephone,1,999,no,0,0,26–35
21424,54,technician,married,professional.course,unknown,unknown,no,cellular,1,999,no,0,0,46–55
29839,46,services,divorced,high.school,unknown,yes,no,cellular,2,999,no,0,0,46–55
30983,39,self-employed,single,university.degree,no,no,no,cellular,2,999,no,0,0,36–45
7174,41,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,2,999,no,0,0,36–45
33677,30,blue-collar,single,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
31293,37,services,single,high.school,no,unknown,no,cellular,1,999,yes,0,0,36–45
30867,50,blue-collar,married,basic.4y,no,no,no,cellular,2,999,no,0,0,46–55
26550,58,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,6,no,1,6,56–65
23926,33,unemployed,married,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
764,30,technician,married,university.degree,unknown,unknown,no,telephone,3,999,no,0,0,26–35
37955,72,retired,married,basic.4y,no,no,no,cellular,1,3,yes,1,3,66+
22309,35,technician,single,university.degree,no,unknown,no,cellular,5,999,no,0,0,36–45
32363,32,blue-collar,married,high.school,no,unknown,unknown,cellular,1,999,no,0,0,26–35
5067,45,management,married,unknown,unknown,yes,yes,telephone,1,999,no,0,0,46–55
6841,35,blue-collar,married,basic.6y,no,no,no,telephone,2,999,no,0,0,36–45
23979,41,admin.,married,university.degree,no,unknown,no,cellular,3,999,no,0,0,36–45
19431,29,management,married,university.degree,no,no,yes,cellular,2,999,no,0,0,26–35
12732,48,technician,married,unknown,unknown,yes,no,cellular,1,999,no,0,0,46–55
19154,54,technician,divorced,university.degree,no,unknown,no,cellular,3,999,no,0,0,46–55
24965,35,admin.,married,high.school,no,unknown,no,cellular,1,999,no,0,0,36–45
1954,26,entrepreneur,married,unknown,no,no,no,telephone,3,999,no,0,0,26–35
13588,46,admin.,divorced,university.degree,unknown,no,no,cellular,1,999,no,0,0,46–55
34472,36,admin.,single,high.school,no,yes,no,cellular,1,999,no,0,0,36–45
27632,46,admin.,divorced,university.degree,no,no,no,telephone,7,999,no,0,0,46–55
7836,42,blue-collar,married,basic.6y,no,unknown,no,telephone,1,999,yes,0,0,36–45
4821,32,services,married,high.school,no,yes,yes,telephone,2,999,no,0,0,26–35
21051,50,self-employed,married,basic.9y,no,unknown,no,cellular,7,999,no,0,0,46–55
8508,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,2,999,no,0,0,46–55
10197,39,unemployed,single,basic.6y,no,unknown,no,telephone,2,999,no,0,0,36–45
20505,45,self-employed,married,basic.4y,unknown,unknown,no,cellular,2,999,no,0,0,46–55
24990,50,management,married,basic.4y,no,yes,no,cellular,1,999,no,0,0,46–55
6413,36,admin.,married,high.school,unknown,yes,no,telephone,2,999,no,0,0,36–45
15665,27,self-employed,single,professional.course,no,unknown,no,cellular,2,999,no,0,0,26–35
9760,40,services,married,unknown,unknown,unknown,no,telephone,26,999,no,0,0,36–45
38700,26,admin.,single,high.school,no,no,no,cellular,2,999,no,0,0,26–35
14279,57,retired,married,university.degree,no,unknown,yes,cellular,4,999,yes,0,0,56–65
35044,28,services,single,basic.9y,unknown,unknown,no,telephone,3,999,no,0,0,26–35
24391,50,blue-collar,married,basic.9y,no,no,no,cellular,1,999,no,0,0,46–55
35830,40,technician,single,professional.course,no,yes,unknown,cellular,1,999,yes,0,0,36–45
16006,27,blue-collar,single,basic.6y,no,no,no,telephone,3,999,no,0,0,26–35
16990,22,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no,0,0,1–25
21250,38,technician,divorced,university.degree,unknown,unknown,no,cellular,5,999,no,0,0,36–45
22797,30,admin.,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
41131,31,admin.,single,university.degree,no,unknown,no,cellular,1,999,yes,0,0,26–35
13872,40,services,married,university.degree,no,unknown,no,cellular,2,999,no,0,0,36–45
34244,29,admin.,single,high.school,no,unknown,no,telephone,6,999,no,0,0,26–35
22151,38,admin.,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,36–45
19434,39,technician,married,high.school,no,yes,yes,cellular,2,999,no,0,0,36–45
24113,27,student,single,professional.course,no,unknown,no,telephone,1,999,no,0,0,26–35
3953,27,services,single,high.school,no,unknown,no,telephone,2,999,no,0,0,26–35
310,41,blue-collar,married,basic.4y,no,unknown,no,telephone,2,999,no,0,0,36–45
9676,50,services,single,basic.4y,no,unknown,no,telephone,3,999,no,0,0,46–55
25830,44,services,single,high.school,no,yes,no,cellular,5,999,no,0,0,36–45
35961,34,admin.,married,university.degree,no,unknown,no,telephone,1,999,no,0,0,26–35
27957,32,admin.,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
35451,38,admin.,single,university.degree,no,yes,yes,telephone,4,999,no,0,0,36–45
17534,55,self-employed,married,unknown,unknown,no,no,cellular,3,999,no,0,0,56–65
34670,29,services,single,high.school,no,unknown,no,cellular,2,999,no,0,0,26–35
2518,47,technician,married,basic.9y,no,unknown,no,telephone,1,999,no,0,0,46–55
34022,53,blue-collar,divorced,unknown,no,no,no,cellular,1,999,no,0,0,46–55
20618,30,technician,married,professional.course,no,yes,no,cellular,1,999,no,0,0,26–35
2129,50,blue-collar,married,high.school,unknown,unknown,no,telephone,1,999,no,0,0,46–55
17087,31,self-employed,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
10140,42,technician,married,professional.course,unknown,unknown,no,telephone,1,999,no,0,0,36–45
4867,40,services,divorced,high.school,no,unknown,no,telephone,2,999,no,0,0,36–45
37724,25,student,single,university.degree,no,unknown,no,cellular,1,999,yes,0,0,26–35
20227,45,blue-collar,married,high.school,no,unknown,no,cellular,1,999,no,0,0,46–55
723,43,entrepreneur,married,basic.4y,no,unknown,unknown,telephone,3,999,no,0,0,36–45
37427,36,admin.,divorced,university.degree,no,unknown,no,cellular,2,999,no,0,0,36–45
34748,33,admin.,married,high.school,no,unknown,no,cellular,2,999,no,0,0,26–35
10097,38,technician,single,university.degree,no,no,no,telephone,1,999,no,0,0,36–45
17334,30,blue-collar,single,basic.9y,no,unknown,yes,cellular,6,999,no,0,0,26–35
31733,33,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
638,32,admin.,single,university.degree,no,unknown,no,telephone,2,999,no,0,0,26–35
24825,39,services,divorced,high.school,no,unknown,no,cellular,1,999,no,0,0,36–45
18791,55,retired,married,high.school,no,yes,no,cellular,24,999,no,0,0,56–65
29225,41,blue-collar,married,basic.4y,unknown,unknown,no,cellular,2,999,no,0,0,36–45
32527,43,blue-collar,married,basic.9y,unknown,yes,no,cellular,3,999,no,0,0,36–45
23131,45,blue-collar,married,basic.9y,no,no,no,cellular,2,999,no,0,0,46–55
8889,39,admin.,married,university.degree,no,unknown,no,telephone,2,999,no,0,0,36–45
9815,43,blue-collar,married,basic.4y,unknown,unknown,yes,telephone,1,999,no,0,0,36–45
32076,34,management,single,university.degree,no,no,yes,cellular,4,999,yes,0,0,26–35
38595,59,technician,married,basic.9y,no,unknown,unknown,cellular,1,999,yes,0,0,56–65
2229,37,technician,married,basic.9y,unknown,unknown,no,telephone,3,999,no,0,0,36–45
13255,34,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
33884,51,blue-collar,divorced,basic.9y,no,yes,unknown,cellular,3,999,no,0,0,46–55
22154,30,admin.,single,university.degree,no,no,no,cellular,1,999,no,0,0,26–35
21997,30,technician,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
24643,49,admin.,married,university.degree,no,yes,yes,telephone,2,999,no,0,0,46–55
37120,61,self-employed,divorced,high.school,no,unknown,no,cellular,1,999,no,0,0,56–65
7880,29,technician,single,unknown,no,no,unknown,telephone,4,999,no,0,0,26–35
39922,22,student,single,high.school,no,unknown,no,telephone,1,999,no,0,0,1–25
15348,35,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,36–45
27610,30,self-employed,single,university.degree,no,no,no,telephone,2,999,no,0,0,26–35
7879,38,technician,married,basic.9y,no,no,no,telephone,3,999,no,0,0,36–45
16039,35,blue-collar,divorced,basic.4y,no,yes,no,cellular,1,999,no,0,0,36–45
31794,45,technician,married,professional.course,no,unknown,no,cellular,1,999,no,0,0,46–55
22153,30,admin.,single,university.degree,no,yes,no,cellular,1,999,no,0,0,26–35
17563,43,housemaid,married,basic.4y,no,yes,no,cellular,4,999,no,0,0,36–45
38312,37,blue-collar,married,basic.6y,no,unknown,no,cellular,1,999,no,0,0,36–45
40813,32,technician,married,high.school,no,no,no,cellular,1,999,no,0,0,26–35
26468,30,self-employed,single,university.degree,no,yes,no,cellular,1,999,no,0,0,26–35
34517,28,blue-collar,single,basic.9y,no,no,no,cellular,1,999,no,0,0,26–35
7378,36,housemaid,married,high.school,no,unknown,no,telephone,1,999,no,0,0,36–45
2011,45,unknown,married,unknown,unknown,no,unknown,telephone,6,999,no,0,0,46–55
29220,41,blue-collar,married,basic.6y,no,no,no,cellular,1,999,no,0,0,36–45
36168,26,self-employed,single,university.degree,no,no,unknown,cellular,1,3,no,1,3,26–35
27691,26,student,single,basic.9y,no,yes,no,cellular,4,999,yes,0,0,26–35
10191,36,technician,married,professional.course,no,no,yes,telephone,2,999,no,0,0,36–45
39577,18,student,single,unknown,no,unknown,no,cellular,1,6,yes,1,6,1–25
1903,29,admin.,single,basic.9y,unknown,unknown,no,telephone,3,999,no,0,0,26–35
10282,34,admin.,married,university.degree,no,unknown,no,telephone,3,999,no,0,0,26–35
40013,34,admin.,married,high.school,no,unknown,no,telephone,1,999,no,0,0,26–35
24103,36,admin.,married,high.school,no,unknown,unknown,telephone,1,999,yes,0,0,36–45
3760,37,admin.,married,university.degree,no,unknown,no,telephone,1,999,no,0,0,36–45
16348,29,blue-collar,single,basic.9y,unknown,unknown,unknown,cellular,1,999,no,0,0,26–35
28768,33,services,single,basic.9y,no,unknown,no,cellular,2,999,no,0,0,26–35
6250,32,blue-collar,married,basic.9y,no,no,unknown,telephone,4,999,no,0,0,26–35
6048,31,entrepreneur,divorced,high.school,no,unknown,no,telephone,1,999,no,0,0,26–35
18997,38,blue-collar,single,high.school,no,unknown,no,cellular,2,999,no,0,0,36–45
2958,39,admin.,married,high.school,no,unknown,no,telephone,2,999,no,0,0,36–45
17474,45,admin.,married,high.school,unknown,no,yes,cellular,1,999,no,0,0,46–55
19311,35,technician,married,professional.course,no,no,no,cellular,5,999,no,0,0,36–45
35005,54,services,single,basic.6y,unknown,yes,no,cellular,1,999,no,0,0,46–55
34054,51,self-employed,married,basic.9y,no,no,no,telephone,2,12,no,1,12,46–55
25660,28,self-employed,married,university.degree,no,unknown,no,telephone,1,999,no,0,0,26–35
6908,54,management,married,university.degree,no,unknown,no,telephone,4,999,no,0,0,46–55
9752,45,self-employed,married,professional.course,unknown,unknown,yes,telephone,3,999,no,0,0,46–55
33531,35,blue-collar,married,basic.9y,no,unknown,no,cellular,2,999,no,0,0,36–45
27430,49,unemployed,married,high.school,unknown,no,unknown,cellular,2,999,no,0,0,46–55
12313,32,blue-collar,single,high.school,no,no,no,telephone,2,999,no,0,0,26–35
18131,37,blue-collar,married,basic.6y,unknown,no,no,cellular,2,999,no,0,0,36–45
7079,36,services,married,high.school,unknown,unknown,no,telephone,1,999,no,0,0,36–45
9115,44,technician,married,basic.9y,no,unknown,no,telephone,2,999,no,0,0,36–45
28458,45,blue-collar,married,basic.9y,unknown,yes,unknown,cellular,4,999,no,0,0,46–55
945,42,services,divorced,high.school,unknown,no,no,telephone,1,999,no,0,0,36–45
27400,57,blue-collar,married,basic.9y,unknown,unknown,yes,cellular,2,999,no,0,0,56–65
22166,35,technician,single,professional.course,no,unknown,no,cellular,2,999,no,0,0,36–45
30156,46,admin.,married,high.school,no,unknown,no,telephone,1,999,no,0,0,46–55
27580,47,admin.,married,high.school,no,yes,unknown,cellular,3,999,no,0,0,46–55
35297,27,technician,single,professional.course,no,no,no,cellular,6,999,no,0,0,26–35
9781,47,services,married,basic.6y,no,unknown,no,telephone,3,999,no,0,0,46–55
30241,49,admin.,married,high.school,no,unknown,no,cellular,2,999,no,0,0,46–55
5978,26,technician,married,professional.course,no,unknown,no,telephone,3,999,no,0,0,26–35
11521,41,blue-collar,married,basic.9y,unknown,no,no,telephone,2,999,no,0,0,36–45
28215,19,student,single,basic.9y,no,yes,unknown,cellular,1,999,yes,0,0,1–25
8063,52,blue-collar,married,high.school,unknown,no,no,telephone,4,999,yes,0,0,46–55
35640,32,admin.,married,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
33029,26,admin.,single,high.school,no,yes,no,cellular,2,999,no,0,0,26–35
7219,37,services,married,high.school,no,unknown,no,telephone,2,999,no,0,0,36–45
35298,42,management,married,university.degree,no,no,no,cellular,2,999,no,0,0,36–45
40867,32,technician,married,professional.course,no,no,no,cellular,1,3,yes,1,3,26–35
25781,46,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,no,0,0,46–55
29615,31,services,divorced,high.school,no,no,no,cellular,1,999,no,0,0,26–35
2219,41,blue-collar,married,basic.4y,unknown,no,no,telephone,7,999,no,0,0,36–45
27312,51,self-employed,married,university.degree,unknown,unknown,unknown,cellular,2,999,no,0,0,46–55
4314,31,admin.,married,high.school,unknown,unknown,no,telephone,1,999,no,0,0,26–35
22659,31,technician,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,26–35
39489,80,retired,divorced,basic.4y,no,unknown,no,telephone,2,999,yes,0,0,66+
9353,35,blue-collar,single,basic.6y,no,unknown,no,telephone,2,999,no,0,0,36–45
25177,41,blue-collar,married,basic.6y,no,unknown,yes,telephone,1,999,no,0,0,36–45
27067,32,student,single,professional.course,no,yes,yes,cellular,1,999,no,0,0,26–35
10205,48,blue-collar,married,high.school,no,yes,no,telephone,2,999,no,0,0,46–55
10808,43,technician,single,professional.course,no,unknown,unknown,telephone,3,999,no,0,0,36–45
40605,31,admin.,single,high.school,no,no,no,cellular,2,3,yes,1,3,26–35
18859,47,services,married,high.school,no,unknown,no,cellular,1,999,no,0,0,46–55
6766,28,blue-collar,single,basic.9y,no,unknown,no,telephone,2,999,no,0,0,26–35
2946,37,technician,divorced,high.school,no,yes,no,telephone,6,999,no,0,0,36–45
25670,40,admin.,married,basic.9y,no,unknown,no,cellular,2,999,no,0,0,36–45
32835,33,admin.,married,high.school,unknown,unknown,no,cellular,1,999,no,0,0,26–35
8032,45,admin.,divorced,university.degree,unknown,unknown,no,telephone,1,999,no,0,0,46–55
24797,40,technician,married,professional.course,no,unknown,no,cellular,1,999,no,0,0,36–45
21381,33,admin.,single,university.degree,no,unknown,no,cellular,9,999,no,0,0,26–35
16569,34,blue-collar,married,high.school,unknown,unknown,no,telephone,4,999,no,0,0,26–35
35883,26,student,single,professional.course,no,unknown,yes,cellular,2,999,yes,0,0,26–35
10075,41,services,married,basic.9y,no,yes,no,telephone,1,999,no,0,0,36–45
34918,45,admin.,married,university.degree,no,yes,no,cellular,1,999,no,0,0,46–55
32722,47,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,999,no,0,0,46–55
37687,32,technician,single,university.degree,no,yes,no,cellular,2,999,yes,0,0,26–35
30606,37,technician,single,professional.course,no,no,no,telephone,5,999,no,0,0,36–45
38972,64,management,divorced,university.degree,no,unknown,yes,cellular,1,999,no,0,0,56–65
40184,29,admin.,single,high.school,no,unknown,no,cellular,2,6,yes,1,6,26–35
13734,29,technician,married,university.degree,no,no,yes,cellular,1,999,no,0,0,26–35
30719,38,entrepreneur,married,professional.course,no,yes,no,cellular,1,999,no,0,0,36–45
19762,38,technician,divorced,professional.course,no,yes,no,cellular,1,999,no,0,0,36–45
39079,31,admin.,married,professional.course,no,unknown,yes,cellular,2,999,yes,0,0,26–35
33860,30,services,married,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
9798,45,services,divorced,high.school,no,unknown,no,telephone,5,999,no,0,0,46–55
23504,37,technician,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,36–45
8785,35,blue-collar,married,basic.9y,no,yes,yes,telephone,1,999,no,0,0,36–45
25718,31,management,single,university.degree,no,yes,no,cellular,2,999,yes,0,0,26–35
33874,22,student,single,high.school,no,yes,no,cellular,1,999,no,0,0,1–25
22403,45,blue-collar,married,illiterate,no,unknown,no,cellular,1,999,no,0,0,46–55
31644,34,admin.,single,unknown,no,unknown,no,cellular,1,999,no,0,0,26–35
41073,24,student,single,high.school,no,unknown,yes,cellular,1,999,no,0,0,1–25
24386,42,admin.,married,unknown,no,no,no,cellular,1,999,no,0,0,36–45
8464,34,services,single,high.school,no,unknown,no,telephone,2,999,no,0,0,26–35
3926,46,admin.,divorced,university.degree,no,no,unknown,telephone,3,999,no,0,0,46–55
27739,23,admin.,single,university.degree,no,unknown,unknown,cellular,2,999,yes,0,0,1–25
37944,26,management,single,university.degree,no,no,no,cellular,2,999,no,0,0,26–35
31331,49,technician,married,university.degree,no,yes,no,cellular,1,999,no,0,0,46–55
8731,37,blue-collar,single,unknown,no,unknown,no,telephone,10,999,no,0,0,36–45
36195,24,management,single,university.degree,no,yes,no,cellular,9,999,yes,0,0,1–25
21947,30,admin.,married,university.degree,no,unknown,yes,cellular,6,999,no,0,0,26–35
35191,32,blue-collar,married,professional.course,no,yes,no,cellular,1,999,no,0,0,26–35
1361,27,blue-collar,married,basic.9y,no,yes,no,telephone,1,999,no,0,0,26–35
5951,48,blue-collar,married,professional.course,no,yes,yes,telephone,1,999,no,0,0,46–55
9144,26,services,single,high.school,no,unknown,no,telephone,1,999,no,0,0,26–35
33878,34,services,divorced,basic.6y,unknown,no,unknown,cellular,3,999,no,0,0,26–35
8885,45,housemaid,married,professional.course,unknown,unknown,no,telephone,2,999,no,0,0,46–55
15256,45,admin.,divorced,university.degree,no,unknown,no,cellular,2,999,no,0,0,46–55
15540,38,services,married,high.school,no,no,no,cellular,3,999,no,0,0,36–45
4906,49,housemaid,divorced,basic.6y,no,unknown,no,telephone,1,999,no,0,0,46–55
15257,44,technician,single,professional.course,no,unknown,no,cellular,3,999,no,0,0,36–45
39465,55,technician,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,56–65
14731,58,management,divorced,university.degree,no,yes,no,telephone,5,999,no,0,0,56–65
39878,39,entrepreneur,single,university.degree,no,yes,no,telephone,1,999,no,0,0,36–45
2342,53,technician,married,professional.course,unknown,yes,unknown,telephone,1,999,no,0,0,46–55
19749,31,technician,single,professional.course,no,unknown,no,cellular,2,999,yes,0,0,26–35
32383,26,student,single,basic.9y,unknown,unknown,no,cellular,2,3,no,1,3,26–35
