Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status
10078,47 years,technician,married,professional.course,no,,no,Telephone,1,999,no
18403,27 years,admin.,married,high.school,unknown,,no,Cell,-3,999,no
7413,37 years,technician,single,university.degree,no,no,no,Telephone,1,999,no
32693,48 years,blue-collar,married,basic.9y,unknown,,no,cellular,1,999,no
37692,33 years,admin.,single,university.degree,no,,no,Cell,1,3,no
15943,25 years,admin.,single,basic.9y,no,,no,Cell,2,999,no
9895,51 years,admin.,married,basic.6y,unknown,,no,Telephone,1,999,no
4834,44 years,admin.,married,high.school,no,,no,Telephone,2,999,no
22417,34 years,technician,divorced,professional.course,no,,no,cellular,8,999,no
23058,45 years,blue-collar,married,basic.4y,no,,no,telephone,3,999,no
37834,58 years,retired,divorced,high.school,no,no,no,cellular,2,999,yes
29887,43 years,blue-collar,married,basic.6y,no,,no,Cell,2,999,no
13419,29 years,technician,married,professional.course,no,no,no,cellular,2,999,no
9451,150 years,blue-collar,married,basic.4y,no,,no,telephone,1,999,no
29117,33 years,technician,married,professional.course,no,no,yes,cellular,-1,999,yes
31655,25 years,blue-collar,single,basic.9y,no,yes,no,Cell,1,999,no
3425,43 years,admin.,married,university.degree,unknown,,no,Telephone,2,999,no
34283,31 years,blue-collar,married,basic.9y,no,,no,cellular,1,999,no
30588,38 years,blue-collar,married,basic.9y,no,yes,no,Cell,5,999,no
29755,37 years,admin.,married,high.school,no,no,no,Cell,-3,999,no
1893,38 years,management,married,university.degree,no,,no,telephone,2,999,no
28703,150 years,blue-collar,married,basic.6y,no,,no,Cell,1,999,no
28216,41 years,blue-collar,married,basic.9y,no,yes,no,cellular,-1,999,no
28889,38 years,admin.,single,high.school,no,yes,no,cellular,1,999,no
20705,150 years,blue-collar,married,basic.4y,unknown,,no,Cell,1,999,no
9618,45 years,self-employed,divorced,university.degree,no,yes,yes,telephone,1,999,no
5948,30 years,admin.,married,basic.9y,no,yes,,Telephone,1,999,no
8051,34 years,blue-collar,married,basic.6y,unknown,no,no,Telephone,3,999,no
20465,41 years,technician,married,professional.course,no,,no,cellular,1,999,no
29415,150 years,blue-collar,married,basic.9y,unknown,no,no,Cell,5,999,no
40358,30 years,student,single,high.school,no,no,no,cellular,3,999,yes
15258,42 years,entrepreneur,married,basic.4y,unknown,,no,Cell,2,999,no
21347,42 years,admin.,married,high.school,unknown,,no,cellular,4,999,no
40874,32 years,admin.,married,high.school,no,yes,,Telephone,1,999,no
8236,60 years,retired,divorced,basic.4y,unknown,yes,no,telephone,1,999,no
8210,50 years,unknown,single,unknown,unknown,,no,Telephone,1,999,no
798,38 years,blue-collar,divorced,unknown,no,,no,telephone,1,999,no
21852,36 years,technician,married,high.school,unknown,,,Cell,1,999,no
1884,28 years,blue-collar,married,basic.6y,unknown,no,no,telephone,2,999,no
39413,58 years,retired,married,basic.4y,no,no,no,Cell,-1,999,yes
18277,150 years,housemaid,married,basic.6y,unknown,,no,cellular,3,999,no
18757,49 years,management,married,basic.9y,unknown,,yes,Cell,16,999,no
24396,150 years,management,married,university.degree,no,,,cellular,1,999,no
1199,48 years,blue-collar,married,basic.6y,no,,no,Telephone,1,999,no
35083,29 years,admin.,single,high.school,no,,no,Cell,2,999,yes
2794,52 years,blue-collar,married,basic.9y,no,,no,telephone,1,999,no
32284,150 years,services,married,high.school,no,,no,Cell,1,999,no
15301,57 years,admin.,married,high.school,no,,no,telephone,9,999,no
22552,30 years,technician,single,professional.course,no,yes,no,cellular,4,999,no
20479,51 years,housemaid,married,basic.4y,unknown,yes,no,Cell,2,999,no
33590,35 years,admin.,married,high.school,no,,no,Cell,2,999,no
16865,49 years,technician,married,professional.course,no,,no,cellular,-1,999,no
7127,34 years,services,married,high.school,unknown,,,Telephone,1,999,no
38270,32 years,admin.,married,professional.course,no,,yes,cellular,1,6,yes
5945,46 years,blue-collar,divorced,basic.6y,no,,no,Telephone,9,999,no
21943,31 years,technician,married,high.school,no,yes,no,cellular,2,999,no
13766,47 years,management,married,unknown,no,no,no,Cell,1,999,no
8262,57 years,blue-collar,married,high.school,unknown,,no,telephone,3,999,no
23324,41 years,technician,married,professional.course,no,,no,cellular,1,999,no
31459,150 years,entrepreneur,married,university.degree,no,,no,cellular,2,999,no
24553,32 years,management,single,university.degree,no,,yes,cellular,2,999,no
40474,66 years,admin.,divorced,university.degree,no,,no,Cell,3,6,yes
28507,28 years,blue-collar,single,university.degree,no,no,no,cellular,3,999,yes
17923,31 years,admin.,married,high.school,no,,no,telephone,5,999,no
19690,39 years,management,married,high.school,no,,no,cellular,-4,999,no
4356,40 years,services,married,high.school,no,no,no,telephone,2,999,no
37507,64 years,unknown,married,unknown,no,yes,yes,Cell,1,999,no
25020,29 years,technician,single,high.school,no,,yes,cellular,2,999,no
38859,38 years,admin.,married,high.school,no,,no,cellular,1,999,no
32174,41 years,services,married,high.school,no,,,Cell,1,999,no
17153,57 years,blue-collar,married,basic.4y,unknown,,no,Cell,1,999,no
29205,40 years,admin.,married,high.school,no,yes,no,Cell,1,999,no
1421,36 years,services,married,high.school,no,,no,telephone,1,999,no
5206,42 years,entrepreneur,married,high.school,no,yes,no,telephone,1,999,no
24878,150 years,services,married,high.school,no,,no,cellular,1,999,no
1235,55 years,admin.,married,high.school,no,,no,Telephone,1,999,no
34291,30 years,blue-collar,married,basic.9y,no,yes,no,Cell,11,999,no
18094,150 years,blue-collar,married,high.school,unknown,,no,cellular,2,999,no
9256,51 years,admin.,married,high.school,no,no,no,telephone,4,999,no
16815,36 years,admin.,married,university.degree,no,,no,cellular,4,999,no
9020,37 years,entrepreneur,married,basic.9y,no,yes,yes,telephone,2,999,no
41081,27 years,student,single,high.school,no,,yes,Cell,-1,999,no
2329,58 years,retired,married,unknown,no,,unknown,Telephone,1,999,no
16612,57 years,technician,married,basic.4y,unknown,,no,Cell,-2,999,no
32368,30 years,services,single,high.school,unknown,no,no,cellular,2,999,no
40065,25 years,services,single,high.school,no,no,yes,Telephone,2,8,yes
16962,43 years,entrepreneur,married,high.school,no,no,no,cellular,1,999,no
4234,54 years,technician,single,university.degree,unknown,,unknown,telephone,1,999,no
29837,45 years,blue-collar,married,basic.9y,unknown,,no,Cell,2,999,no
685,46 years,services,married,high.school,no,,no,Telephone,3,999,no
23203,36 years,technician,married,professional.course,no,no,no,cellular,5,999,no
34831,150 years,blue-collar,married,professional.course,no,,no,cellular,4,999,no
24135,48 years,self-employed,divorced,high.school,no,,no,Cell,1,999,no
21605,45 years,blue-collar,married,basic.4y,unknown,,,Cell,7,999,no
27091,30 years,services,single,university.degree,no,yes,no,cellular,3,999,no
20170,37 years,technician,single,professional.course,no,,yes,cellular,1,999,no
32476,46 years,services,married,basic.4y,no,yes,no,Cell,3,999,no
5795,36 years,admin.,married,high.school,no,,no,Telephone,2,999,no
8954,37 years,technician,married,university.degree,no,,no,telephone,1,999,no
36346,46 years,unemployed,married,basic.9y,no,,no,Cell,1,999,no
25136,48 years,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,999,no
8989,48 years,blue-collar,divorced,basic.4y,unknown,yes,no,Telephone,3,999,no
17217,150 years,admin.,married,university.degree,no,,no,cellular,13,999,yes
29718,38 years,self-employed,married,university.degree,unknown,,no,cellular,3,999,no
10781,28 years,management,married,high.school,unknown,,no,telephone,6,999,no
438,35 years,blue-collar,married,professional.course,no,no,no,telephone,1,999,no
23358,47 years,admin.,married,university.degree,no,yes,,Cell,-10,999,yes
36651,34 years,admin.,single,high.school,no,,yes,cellular,1,999,no
24879,39 years,management,single,high.school,unknown,,no,cellular,1,999,no
26381,29 years,blue-collar,married,high.school,no,,no,Cell,-1,999,no
37846,25 years,student,single,unknown,unknown,,,Cell,1,15,no
31219,38 years,admin.,married,basic.9y,no,yes,no,Cell,1,999,no
15927,35 years,admin.,married,unknown,unknown,,no,Cell,3,999,no
22422,33 years,admin.,married,university.degree,no,yes,no,cellular,-1,999,yes
6432,150 years,blue-collar,single,high.school,no,no,no,Telephone,1,999,no
8626,27 years,technician,single,university.degree,no,,yes,Telephone,1,999,no
25105,32 years,services,divorced,high.school,no,no,yes,Cell,1,999,no
19143,52 years,admin.,married,high.school,no,,no,Cell,1,999,no
30265,150 years,entrepreneur,married,university.degree,no,no,no,Cell,1,999,no
31741,150 years,blue-collar,single,basic.4y,no,,yes,Cell,1,999,no
16572,24 years,admin.,married,university.degree,no,yes,no,cellular,1,999,no
33524,59 years,housemaid,divorced,basic.6y,unknown,yes,no,Cell,-2,999,no
18039,46 years,services,divorced,high.school,no,yes,no,cellular,1,999,no
1293,37 years,unemployed,married,professional.course,no,no,no,Telephone,1,999,no
10696,47 years,technician,married,professional.course,no,,no,telephone,6,999,no
7856,58 years,blue-collar,married,basic.6y,unknown,,no,Telephone,1,999,no
39639,150 years,admin.,married,university.degree,no,,no,Cell,2,3,yes
592,33 years,technician,married,professional.course,no,yes,no,Telephone,2,999,no
31348,35 years,blue-collar,divorced,basic.9y,no,,no,cellular,2,999,no
17746,44 years,blue-collar,married,unknown,unknown,no,,cellular,21,999,no
21574,48 years,technician,married,high.school,unknown,,,cellular,1,999,no
5138,50 years,blue-collar,married,high.school,unknown,yes,,telephone,-3,999,no
14781,49 years,services,married,high.school,unknown,,no,Cell,1,999,no
10585,31 years,blue-collar,married,basic.6y,no,,yes,telephone,1,999,no
14806,34 years,admin.,married,university.degree,no,yes,no,cellular,6,999,yes
26798,29 years,entrepreneur,married,university.degree,no,,yes,cellular,3,999,no
1341,36 years,management,single,basic.6y,no,,no,Telephone,2,999,no
30890,30 years,services,married,high.school,no,,no,Cell,1,999,no
32562,29 years,blue-collar,single,high.school,no,yes,no,cellular,3,999,no
16166,35 years,services,divorced,university.degree,no,,no,Cell,2,999,yes
10716,47 years,admin.,married,university.degree,no,,,Telephone,2,999,no
25855,31 years,blue-collar,single,high.school,no,,no,Telephone,1,999,no
28393,41 years,technician,married,university.degree,unknown,no,yes,Cell,-1,999,no
38342,30 years,technician,single,professional.course,no,,no,telephone,-2,999,no
31369,53 years,admin.,married,university.degree,unknown,yes,no,cellular,1,999,no
35101,54 years,blue-collar,married,basic.4y,unknown,no,no,cellular,1,999,no
15609,34 years,blue-collar,married,high.school,no,yes,no,telephone,2,999,no
420,34 years,technician,single,university.degree,no,yes,no,Telephone,1,999,no
13249,52 years,management,married,professional.course,no,,no,Cell,1,999,no
9002,39 years,admin.,married,high.school,no,,no,Telephone,2,999,no
22082,37 years,self-employed,married,professional.course,no,,no,Cell,3,999,no
1213,30 years,services,married,high.school,unknown,,no,Telephone,1,999,no
31212,34 years,blue-collar,married,unknown,no,,no,cellular,1,999,no
4980,51 years,services,married,high.school,unknown,,,telephone,-1,999,no
4889,30 years,admin.,married,university.degree,no,,,telephone,1,999,no
1474,60 years,entrepreneur,married,basic.4y,no,,no,Telephone,2,999,no
18345,41 years,admin.,single,university.degree,no,yes,no,Cell,-5,999,no
31154,43 years,blue-collar,married,basic.4y,unknown,,yes,Cell,1,999,no
19232,31 years,admin.,married,professional.course,no,,no,cellular,1,999,no
24755,56 years,retired,married,basic.4y,no,,no,cellular,1,999,no
32087,33 years,admin.,married,university.degree,no,,no,cellular,2,999,no
29658,53 years,blue-collar,married,high.school,unknown,,no,Cell,1,999,no
35906,34 years,admin.,married,university.degree,no,,,Cell,1,999,no
35580,46 years,admin.,divorced,basic.6y,no,yes,no,Cell,5,999,no
14124,33 years,entrepreneur,married,university.degree,no,yes,no,cellular,2,999,no
12912,20 years,blue-collar,married,basic.4y,no,,yes,cellular,1,999,no
8216,38 years,services,married,high.school,unknown,no,yes,Telephone,1,999,no
32615,150 years,admin.,married,university.degree,no,,no,cellular,1,999,no
1096,26 years,blue-collar,married,basic.9y,unknown,,no,Telephone,-2,999,no
21020,47 years,admin.,married,university.degree,no,no,no,cellular,4,999,no
14739,24 years,admin.,single,high.school,no,no,no,Cell,5,999,no
13883,53 years,retired,married,basic.9y,unknown,yes,no,Cell,2,999,yes
12890,150 years,technician,divorced,professional.course,no,yes,no,cellular,2,999,no
19925,47 years,blue-collar,married,unknown,unknown,yes,,Cell,3,999,no
5877,35 years,technician,married,professional.course,no,no,no,telephone,2,999,no
31558,36 years,blue-collar,married,basic.9y,no,,,cellular,1,999,no
32696,35 years,technician,married,professional.course,no,,no,Cell,-1,999,no
18768,36 years,admin.,married,high.school,no,no,yes,Cell,-12,999,no
7042,150 years,admin.,divorced,university.degree,no,no,no,Telephone,1,999,no
41067,37 years,technician,married,university.degree,no,,no,cellular,1,999,no
1161,39 years,admin.,single,unknown,no,,no,telephone,3,999,no
15816,38 years,entrepreneur,married,university.degree,unknown,no,no,Cell,1,999,no
30539,53 years,admin.,married,high.school,unknown,,no,Cell,2,999,no
22340,40 years,management,married,university.degree,no,yes,no,Cell,6,999,no
15446,36 years,management,single,university.degree,no,yes,no,cellular,-1,999,no
37924,46 years,technician,married,professional.course,no,yes,yes,Cell,2,999,no
34617,54 years,blue-collar,married,basic.9y,no,no,no,cellular,3,999,no
35408,43 years,blue-collar,divorced,basic.9y,unknown,yes,no,Cell,4,999,no
36124,54 years,unemployed,married,basic.9y,no,no,no,cellular,1,3,yes
5303,54 years,blue-collar,single,basic.4y,unknown,,unknown,telephone,2,999,no
2769,42 years,blue-collar,married,basic.4y,no,no,no,telephone,1,999,no
19019,150 years,technician,divorced,university.degree,no,no,yes,Cell,1,999,yes
31415,37 years,admin.,single,university.degree,no,,no,Cell,4,999,no
13360,39 years,entrepreneur,divorced,basic.4y,no,yes,yes,cellular,2,999,no
1574,38 years,admin.,married,high.school,no,yes,no,Telephone,2,999,no
14888,150 years,admin.,married,high.school,no,no,,Cell,7,999,no
27074,37 years,services,married,high.school,no,,no,Cell,2,999,no
21469,33 years,technician,single,professional.course,no,,no,Cell,-1,999,no
3952,49 years,management,married,university.degree,no,no,no,Telephone,1,999,no
33917,34 years,blue-collar,married,basic.6y,no,,no,cellular,-1,999,yes
8096,43 years,technician,single,university.degree,no,yes,no,Telephone,4,999,no
3368,27 years,blue-collar,single,basic.6y,unknown,no,no,telephone,1,999,no
40415,72 years,housemaid,married,basic.6y,unknown,yes,no,cellular,1,999,no
39369,58 years,services,married,high.school,no,no,no,Cell,1,999,no
13436,51 years,blue-collar,divorced,basic.4y,no,,no,Cell,1,999,no
17714,36 years,admin.,married,university.degree,no,,no,cellular,1,999,no
20403,150 years,housemaid,single,professional.course,unknown,,yes,Cell,1,999,no
20301,30 years,technician,single,high.school,unknown,,no,Cell,3,999,no
20157,50 years,technician,married,university.degree,no,,no,cellular,5,999,no
21869,30 years,admin.,single,university.degree,no,yes,no,cellular,1,999,no
22466,47 years,admin.,divorced,university.degree,no,,,Cell,2,999,no
34108,150 years,blue-collar,married,basic.9y,no,,unknown,telephone,3,999,no
29766,54 years,technician,married,high.school,no,,no,cellular,3,999,no
39647,40 years,technician,married,professional.course,no,,no,Cell,1,3,yes
11543,52 years,admin.,married,high.school,no,yes,no,telephone,3,999,no
30885,43 years,blue-collar,married,basic.4y,no,,,cellular,2,999,no
26463,38 years,management,married,university.degree,no,,no,Cell,1,999,no
17008,35 years,services,single,basic.9y,no,,no,cellular,2,999,no
8010,52 years,entrepreneur,married,university.degree,unknown,,,Telephone,2,999,no
31542,150 years,admin.,single,high.school,no,,yes,cellular,1,999,no
34544,37 years,services,single,high.school,no,yes,,Cell,-6,999,no
9532,56 years,services,married,basic.4y,unknown,,yes,Telephone,1,999,no
503,33 years,admin.,married,basic.9y,no,,no,Telephone,1,999,no
30414,64 years,admin.,married,university.degree,no,,yes,Telephone,3,2,yes
25677,32 years,entrepreneur,married,high.school,no,yes,no,cellular,1,999,no
33241,150 years,entrepreneur,married,high.school,no,,unknown,Cell,1,999,no
19465,32 years,technician,married,university.degree,no,yes,no,Cell,1,999,no
12511,49 years,blue-collar,married,basic.4y,no,no,yes,Telephone,15,999,no
31327,41 years,blue-collar,married,basic.4y,no,yes,yes,Cell,2,999,no
11987,28 years,admin.,married,high.school,no,,no,Telephone,-1,999,no
17886,58 years,admin.,married,high.school,no,,no,cellular,6,999,no
4996,36 years,services,single,high.school,no,no,no,Telephone,-3,999,no
9782,32 years,admin.,married,high.school,no,,no,telephone,7,999,no
21167,150 years,management,married,university.degree,no,,no,cellular,5,999,no
40634,47 years,technician,married,basic.6y,no,,no,cellular,2,6,no
22516,40 years,technician,single,high.school,no,no,no,cellular,1,999,no
11751,41 years,technician,married,high.school,no,,no,Telephone,12,999,no
19908,33 years,technician,single,professional.course,no,yes,yes,cellular,1,999,no
14440,36 years,admin.,married,high.school,no,,no,Cell,2,999,no
17166,31 years,entrepreneur,married,university.degree,no,,no,cellular,2,999,no
20055,33 years,technician,married,professional.course,no,yes,yes,cellular,2,999,no
24155,58 years,admin.,divorced,university.degree,no,yes,no,Cell,1,999,no
30286,46 years,services,married,high.school,no,,no,Cell,1,999,no
18917,50 years,unknown,married,unknown,unknown,yes,no,cellular,2,999,no
8709,44 years,blue-collar,divorced,basic.4y,no,,,Telephone,2,999,no
34212,27 years,admin.,divorced,high.school,no,no,,Cell,11,999,no
1101,150 years,blue-collar,married,basic.4y,no,,,telephone,2,999,no
26708,35 years,admin.,single,university.degree,no,,no,cellular,2,999,no
4577,150 years,technician,married,professional.course,no,,no,telephone,2,999,no
3236,34 years,admin.,married,high.school,no,,yes,Telephone,-1,999,no
8912,36 years,blue-collar,married,high.school,no,,no,Telephone,11,999,no
20570,33 years,technician,married,university.degree,no,,no,Cell,3,999,yes
35037,150 years,entrepreneur,married,university.degree,no,unknown,unknown,cellular,-1,999,yes
4723,34 years,blue-collar,married,basic.9y,unknown,yes,yes,Telephone,1,999,no
32890,53 years,self-employed,married,basic.4y,unknown,,no,Cell,2,999,no
28585,44 years,technician,single,professional.course,no,yes,no,cellular,2,999,no
22497,31 years,technician,single,professional.course,no,yes,no,cellular,3,999,no
20623,51 years,admin.,married,university.degree,unknown,unknown,unknown,Cell,1,999,no
24363,52 years,entrepreneur,married,basic.9y,no,,unknown,Telephone,1,999,no
22820,38 years,admin.,married,university.degree,no,,no,cellular,2,999,no
4355,30 years,admin.,married,university.degree,no,no,yes,telephone,1,999,no
5267,35 years,admin.,married,high.school,unknown,no,no,telephone,3,999,no
15327,53 years,management,married,high.school,no,,no,Cell,10,999,no
7033,48 years,entrepreneur,married,university.degree,no,,no,Telephone,1,999,no
34829,25 years,management,married,university.degree,no,,no,Cell,-2,999,no
330,36 years,admin.,married,high.school,no,,no,Telephone,3,999,no
34033,39 years,blue-collar,married,high.school,no,,no,Cell,1,999,no
17857,46 years,technician,divorced,university.degree,no,,no,cellular,8,999,no
18216,150 years,retired,divorced,basic.4y,no,,yes,Cell,3,999,no
12774,29 years,entrepreneur,married,university.degree,no,,no,telephone,5,999,no
31548,50 years,blue-collar,married,professional.course,unknown,yes,no,cellular,1,999,no
18929,54 years,technician,divorced,high.school,no,,,cellular,4,999,no
4523,150 years,blue-collar,married,basic.6y,unknown,unknown,unknown,Telephone,2,999,yes
40289,150 years,retired,married,professional.course,no,,yes,cellular,4,6,no
850,57 years,management,divorced,university.degree,no,yes,no,Telephone,1,999,no
38182,63 years,retired,married,basic.6y,no,,,Cell,2,999,no
25118,36 years,management,married,professional.course,no,no,no,Cell,1,999,no
28509,46 years,technician,married,professional.course,no,,,cellular,1,999,yes
40885,51 years,admin.,married,university.degree,no,,yes,cellular,3,3,yes
7400,55 years,unknown,married,unknown,unknown,yes,no,Telephone,1,999,no
25615,52 years,blue-collar,married,professional.course,unknown,yes,no,Cell,-2,999,no
18595,35 years,self-employed,married,university.degree,no,,no,Telephone,12,999,no
19172,46 years,housemaid,married,basic.9y,no,,no,Cell,2,999,no
28103,49 years,services,married,basic.6y,no,,yes,Cell,1,999,no
29251,38 years,services,married,high.school,no,no,no,cellular,2,999,no
19587,31 years,services,married,professional.course,unknown,,no,cellular,5,999,no
5608,39 years,blue-collar,married,basic.9y,unknown,,no,Telephone,1,999,no
25559,43 years,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no
769,150 years,technician,married,unknown,unknown,,unknown,Telephone,2,999,no
3149,33 years,admin.,married,university.degree,no,,no,telephone,1,999,no
1285,28 years,admin.,single,university.degree,no,no,no,telephone,1,999,no
29853,35 years,services,married,high.school,no,,no,cellular,2,999,no
11617,27 years,services,single,high.school,unknown,,yes,Telephone,26,999,no
8607,33 years,admin.,single,university.degree,no,yes,yes,telephone,1,999,no
19978,33 years,technician,married,professional.course,no,yes,no,Cell,4,999,no
16538,28 years,admin.,married,university.degree,no,,no,Cell,1,999,yes
40944,35 years,admin.,married,university.degree,no,,no,Cell,-1,3,yes
25464,46 years,admin.,divorced,university.degree,no,,yes,Cell,-2,999,no
210,35 years,student,single,university.degree,unknown,yes,no,Telephone,1,999,no
12715,31 years,services,married,high.school,no,no,no,cellular,5,999,no
3272,52 years,technician,married,high.school,no,,,telephone,1,999,no
4718,150 years,management,married,high.school,unknown,yes,no,Telephone,1,999,no
10287,40 years,blue-collar,married,unknown,unknown,,no,Telephone,2,999,no
1005,47 years,admin.,married,university.degree,no,unknown,unknown,telephone,1,999,no
19744,51 years,blue-collar,married,basic.4y,unknown,,no,cellular,1,999,no
19533,41 years,technician,divorced,university.degree,no,yes,no,cellular,1,999,no
37183,28 years,student,single,unknown,no,yes,no,Cell,1,999,no
13519,34 years,technician,single,university.degree,no,yes,yes,cellular,-1,999,no
10533,33 years,blue-collar,single,basic.4y,no,,no,Telephone,1,999,no
15248,35 years,self-employed,married,university.degree,no,no,no,cellular,2,999,yes
24842,31 years,blue-collar,single,basic.9y,no,no,no,Cell,1,999,no
27458,53 years,management,married,university.degree,no,yes,yes,Cell,1,999,no
32600,30 years,admin.,married,high.school,no,yes,no,Cell,7,999,no
11472,150 years,blue-collar,married,basic.4y,unknown,no,no,telephone,1,999,yes
36928,150 years,admin.,married,university.degree,no,,yes,cellular,-1,999,no
28761,27 years,admin.,single,high.school,no,,no,Cell,2,999,no
11526,36 years,housemaid,married,high.school,no,,no,telephone,11,999,no
40471,75 years,retired,married,basic.4y,no,no,no,Cell,2,6,yes
31825,37 years,blue-collar,single,university.degree,unknown,,no,Cell,2,999,no
6213,28 years,blue-collar,married,basic.6y,no,,no,telephone,2,999,no
24063,42 years,management,married,university.degree,no,,no,Telephone,1,999,yes
34852,150 years,admin.,married,high.school,no,yes,yes,Cell,4,999,no
3543,30 years,self-employed,single,high.school,no,yes,no,telephone,1,999,no
32741,34 years,blue-collar,single,basic.6y,no,,no,cellular,2,999,no
254,36 years,technician,married,professional.course,no,yes,no,telephone,3,999,no
40693,38 years,services,single,high.school,no,,no,Cell,-2,999,yes
6185,29 years,services,single,professional.course,no,,,telephone,2,999,no
9341,27 years,student,single,high.school,unknown,,no,Telephone,-1,999,no
18527,56 years,technician,divorced,university.degree,unknown,,no,cellular,12,999,no
22477,37 years,management,married,high.school,no,,no,Cell,1,999,no
35246,29 years,blue-collar,single,basic.9y,no,,no,Cell,2,999,no
6404,50 years,admin.,married,university.degree,no,,yes,telephone,4,999,no
12044,33 years,services,married,high.school,no,,no,telephone,4,999,no
7633,33 years,technician,unknown,professional.course,unknown,no,no,Telephone,2,999,no
1729,36 years,unemployed,single,basic.4y,unknown,no,no,telephone,-1,999,no
39540,28 years,admin.,single,unknown,no,yes,,cellular,2,6,yes
18056,41 years,blue-collar,married,basic.6y,no,,yes,telephone,1,999,no
1869,28 years,services,single,basic.9y,unknown,yes,no,telephone,2,999,no
34430,29 years,services,married,high.school,unknown,,,Cell,1,999,no
14678,55 years,blue-collar,married,basic.4y,no,no,no,cellular,-4,999,no
20603,57 years,self-employed,married,basic.9y,no,,no,cellular,1,999,no
31477,38 years,self-employed,married,basic.9y,no,no,no,Cell,4,999,no
11442,48 years,blue-collar,married,basic.4y,no,,no,Telephone,1,999,no
35336,32 years,self-employed,married,professional.course,no,no,yes,telephone,5,999,no
26080,39 years,services,divorced,high.school,no,yes,no,Cell,3,999,no
14594,28 years,blue-collar,single,high.school,no,,no,Cell,5,999,no
1972,38 years,housemaid,married,basic.6y,unknown,,no,Telephone,4,999,no
38436,35 years,unemployed,married,university.degree,no,yes,no,Cell,2,999,no
39216,64 years,retired,married,university.degree,no,,no,cellular,2,6,yes
20068,150 years,admin.,single,university.degree,no,yes,no,Cell,1,999,no
31606,29 years,admin.,married,high.school,no,no,no,Cell,1,6,no
28375,59 years,blue-collar,married,basic.4y,unknown,,no,Cell,6,999,no
16081,35 years,services,single,high.school,unknown,,no,Cell,1,999,no
13056,35 years,admin.,married,university.degree,no,,no,Cell,2,999,no
31318,58 years,retired,married,professional.course,no,yes,no,cellular,1,999,no
28989,38 years,services,married,high.school,no,,,cellular,1,999,no
15589,31 years,blue-collar,divorced,unknown,no,yes,no,cellular,1,999,no
24192,47 years,services,divorced,high.school,no,,no,Cell,-1,999,no
695,53 years,admin.,married,university.degree,unknown,yes,no,telephone,6,999,no
22114,55 years,technician,married,professional.course,no,,yes,cellular,1,999,no
21033,49 years,technician,divorced,professional.course,unknown,no,no,cellular,2,999,no
12048,44 years,blue-collar,married,basic.6y,no,,no,telephone,2,999,no
30541,27 years,technician,single,university.degree,no,,no,Telephone,9,999,no
18905,57 years,retired,married,basic.4y,no,no,,Cell,1,999,no
25738,34 years,management,married,university.degree,no,yes,no,Cell,1,999,no
17974,30 years,technician,married,professional.course,no,,no,Cell,19,999,no
23447,31 years,unemployed,married,university.degree,no,no,no,Cell,5,999,no
40744,35 years,admin.,married,university.degree,no,yes,no,telephone,-1,999,no
2285,34 years,admin.,divorced,university.degree,no,no,no,telephone,2,999,no
36342,31 years,admin.,single,university.degree,no,,no,cellular,2,13,yes
25575,34 years,blue-collar,married,basic.9y,unknown,no,,Cell,3,999,no
3095,39 years,admin.,single,university.degree,unknown,,no,telephone,2,999,no
31555,37 years,blue-collar,married,basic.4y,no,,no,cellular,1,999,no
1678,150 years,services,single,high.school,unknown,no,no,Telephone,1,999,no
23749,31 years,admin.,single,university.degree,no,,no,Cell,11,999,no
2115,33 years,technician,married,basic.9y,no,yes,no,telephone,1,999,no
3630,44 years,blue-collar,divorced,basic.4y,unknown,,no,Telephone,4,999,no
18658,32 years,technician,married,university.degree,no,yes,no,Cell,6,999,no
27704,38 years,admin.,single,university.degree,no,yes,no,Cell,1,999,no
17425,59 years,retired,married,basic.9y,no,no,no,Cell,-4,999,no
19629,37 years,student,married,professional.course,unknown,yes,no,Cell,-1,999,no
40684,34 years,admin.,single,high.school,no,,no,cellular,1,12,yes
37166,42 years,unemployed,married,unknown,no,,no,Cell,4,999,yes
22567,59 years,services,married,basic.4y,unknown,,,Cell,4,999,no
11293,37 years,blue-collar,married,basic.9y,no,,no,Telephone,2,999,no
5042,37 years,blue-collar,married,basic.4y,unknown,,no,Telephone,3,999,no
21202,33 years,technician,single,high.school,no,no,no,cellular,-2,999,no
33696,28 years,admin.,married,high.school,no,,no,Cell,1,999,yes
27017,56 years,technician,married,professional.course,unknown,yes,no,Cell,6,999,no
3564,150 years,management,divorced,university.degree,no,,no,Telephone,1,999,no
21944,32 years,technician,married,university.degree,unknown,,no,Cell,2,999,no
33517,32 years,technician,single,university.degree,no,,yes,Cell,2,999,no
19670,36 years,admin.,married,high.school,unknown,,no,Cell,3,999,no
29049,150 years,management,married,high.school,no,,unknown,cellular,1,999,no
22561,30 years,technician,married,university.degree,no,no,no,Cell,2,999,no
9955,50 years,blue-collar,divorced,basic.4y,no,no,no,Telephone,2,999,no
34514,28 years,blue-collar,married,basic.9y,no,,no,Cell,1,999,no
6313,150 years,housemaid,married,basic.6y,no,unknown,unknown,telephone,5,999,no
38294,38 years,admin.,married,high.school,no,,no,Cell,1,999,no
